sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
5;39;Erntehelferin;111;FEMININE;1;;Helfer;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Erntehelferin liebt ihren Liebhaber.;La trabajadora de la cosecha ama a su amante.;La travailleuse de la récolte aime son amant.;La lavoratrice del raccolto ama il suo amante.;عاملة الحصاد تحب حبيبها.;Работник урожая любит своего возлюбленного.;Робітниця врожаю любить свого коханого.;עובדת הקציר אוהבת את אהובה.;0-0 1-1 1-4 2-5 3-7 4-6 4-8;0-0 1-1 1-4 2-5 3-6 4-7;0-0 1-1 1-3 2-4 3-6 4-3 4-5 4-7;0-0 1-0 1-1 2-2 4-3;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-0 2-2 3-3 4-4;0-0 1-0 1-1 2-2 3-3 4-4;[0, 1];La trabajadora cosecha;La travailleuse récolte;La lavoratrice raccolto;عاملة الحصاد;Работник урожая;Робітниця;עובדת הקציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;39;Erntehelferin;111;FEMININE;1;;Helfer;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Erntehelferin liebt ihre Liebhaberin.;La trabajadora de la cosecha ama a su amante.;La travailleuse de la récolte aime son amant.;La lavoratrice del raccolto ama il suo amante.;عاملة الحصاد تحب حبيبها.;Работник урожая любит своего возлюбленного.;Робітниця врожаю любить свого коханого.;עובדת הקציר אוהבת את אהובה.;0-0 1-1 1-4 2-5 3-7 4-6 4-8;0-0 1-1 1-4 2-5 3-6 4-7;0-0 1-1 1-3 2-4 3-6 4-7;0-0 1-0 1-1 2-2 4-3;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-0 2-2 3-3 4-4;0-0 1-0 1-1 2-2 3-3 4-4;[0, 1];La trabajadora cosecha;La travailleuse récolte;La lavoratrice raccolto;عاملة الحصاد;Работник урожая;Робітниця;עובדת הקציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;39;Erntehilfe;111;DIVERSE;1;;Helfer;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Erntehilfe liebt deren Liebhaber.;La ayuda de la cosecha ama a sus amantes.;L’aide à la récolte aime ses amants.;L'aiuto al raccolto ama i suoi amanti.;مساعدات الحصاد تحب عشاقها.;Помощник в сборе урожая любит своих возлюбленных.;Врожаюча помічниця любить своїх коханців.;הסיוע לקציר אוהב את אהוביו.;0-0 1-1 1-4 2-5 3-7 4-6 4-8;0-0 1-0 1-3 2-4 3-5 4-3 4-6;0-0 1-0 1-2 2-3 3-5 4-2 4-6;0-0 1-1 2-2 3-3 4-3;0-0 1-0 1-2 2-4 3-5 4-6;0-0 1-1 2-2 3-3 4-0 4-4;0-0 1-0 1-1 2-2 3-3 4-4;[0, 1];La ayuda cosecha;L’aide récolte;L'aiuto raccolto;مساعدات الحصاد;Помощник сборе;Врожаюча помічниця;הסיוע לקציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE']
5;39;Erntehilfe;111;DIVERSE;1;;Helfer;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Erntehilfe liebt deren Liebhaberin.;La trabajadora de la cosecha ama a su amante.;La travailleuse de la récolte aime son amant.;La lavoratrice del raccolto ama il suo amante.;عاملة الحصاد تحب حبيبها.;Работник урожая любит своего возлюбленного.;Робітниця врожаю любить свого коханого.;עובדת הקציר אוהבת את אהובה.;0-0 1-1 2-5 3-7 4-8;0-0 1-1 1-4 2-5 3-6 4-7;0-0 1-3 2-4 3-6 4-1 4-7;0-0 1-1 2-2 4-3;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-0 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-2 4-4;[0, 1];La trabajadora;La travailleuse récolte;La raccolto;عاملة الحصاد;Работник урожая;Робітниця;עובדת הקציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehelfer;111;MASCULINE;2;;Helfer;none;none;none;none;none;none;none;none;Elias;MASCULINE;Elias ist Erntehelfer.;Elias es un ayudante de la cosecha.;Elias est un aide à la récolte.;Elias è un aiutante del raccolto.;إلياس هو مساعد في الحصاد.;Элиас — помощник в сборе урожая.;Еліас — помічник у зборі врожаю.;אליאס הוא עוזר קציר.;0-0 1-1 1-2 2-3 2-6;0-0 1-1 2-6;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-2 2-2 2-5;0-0 1-1 2-2 2-3;[1, 2];es un ayudante cosecha.;est récolte.;è un aiutante raccolto.;هو مساعد الحصاد.;— помощник сборе урожая.;помічник врожаю.;הוא עוזר קציר.;UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Erntehelfer;111;MASCULINE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehelfer.;Janne es un ayudante de la cosecha.;Janne est un assistant de récolte.;Janne è un aiutante nel raccolto.;يان هي مساعدة في الحصاد.;Янне — помощница в сборе урожая.;Янне — помічниця врожаю.;יאנה היא עוזרת קציר.;0-0 1-1 1-2 2-3 2-4 2-6;0-0 1-1 1-2 2-3 2-5;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-2 2-2 2-4 2-5;0-0 1-2 2-2 2-3;0-0 1-1 2-2 2-3;[1, 2];es un ayudante de cosecha.;est un assistant récolte.;è un aiutante raccolto.;هي مساعدة الحصاد.;помощница сборе урожая.;помічниця врожаю.;היא עוזרת קציר.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehelferin;111;FEMININE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehelferin.;Janne es un ayudante de la cosecha.;Janne est un assistant de récolte.;Janne è un aiutante nel raccolto.;يان هي مساعدة في الحصاد.;Янне — помощница в сборе урожая.;Янне — помічниця врожаю.;יאנה היא עוזרת קציר.;0-0 1-1 1-2 2-3 2-5 2-6;0-0 1-1 2-3 2-5;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-2 2-2 2-4 2-5;0-0 1-2 2-0 2-2 2-3;0-0 1-1 2-2 2-3;[1, 2];es un ayudante la cosecha.;est assistant récolte.;è un aiutante raccolto.;هي مساعدة الحصاد.;помощница сборе урожая.;Янне помічниця врожаю.;היא עוזרת קציר.;FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
6;44;Erntehelferin;111;FEMININE;2;;Helfer;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Erntehelferin.;Emilia es una obrera de la cosecha.;Emilia est une travailleuse des récoltes.;Emilia è una lavoratrice del raccolto.;إميليا عاملة حصاد.;Эмилия — работник урожая.;Емілія — робітниця врожаю.;אמיליה היא עובדת קציר.;0-0 1-1 2-2 2-3 2-6;0-0 1-1 1-2 2-3 2-5;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-1 2-2;0-0 1-2 2-3;0-0 1-1 2-2 2-3;0-0 1-1 2-2 2-3;[1, 2];es una obrera cosecha.;est une travailleuse récoltes.;è una lavoratrice raccolto.;عاملة حصاد.;работник урожая.;— робітниця врожаю.;היא עובדת קציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Elias;MASCULINE;Elias ist Erntehilfe.;Elias es un ayudante de la cosecha.;Elias est un aide à la récolte.;Elias è un aiutante del raccolto.;إلياس هو مساعد في الحصاد.;Элиас — помощник в сборе урожая.;Еліас — помічник у зборі врожаю.;אליאס הוא עוזר קציר.;0-0 1-1 1-2 2-3 2-6;0-0 1-1 2-3 2-6;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-5;0-0 1-1 2-2 2-3;[1, 2];es un ayudante cosecha.;est aide récolte.;è un aiutante raccolto.;هو مساعد الحصاد.;— помощник сборе урожая.;— помічник врожаю.;הוא עוזר קציר.;UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehilfe.;Janne es un ayudante de la cosecha.;Janne est un assistant de récolte.;Janne è un aiutante nel raccolto.;يان هي مساعدة في الحصاد.;Янне — помощница в сборе урожая.;Янне — помічниця врожаю.;יאנה היא עוזרת קציר.;0-0 1-1 1-2 2-3 2-6;0-0 1-1 2-3 2-5;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-2 2-2 2-4 2-5;0-0 1-2 2-2 2-3;0-0 1-1 2-2 2-3;[1, 2];es un ayudante cosecha.;est assistant récolte.;è un aiutante raccolto.;هي مساعدة الحصاد.;помощница сборе урожая.;помічниця врожаю.;היא עוזרת קציר.;UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Erntehilfe.;Emilia es una ayudante de la cosecha.;Emilia est une aide à la récolte.;Emilia è una aiutante del raccolto.;إميليا هي مساعدة في الحصاد.;Эмилия — помощница в сборе урожая.;Емілія — помічниця врожаю.;אמיליה היא עוזרת קציר.;0-0 1-1 1-2 2-3 2-6;0-0 1-1 1-2 2-3 2-6;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-2 2-2 2-3;0-0 1-1 2-2 2-3;[1, 2];es una ayudante cosecha.;est une aide récolte.;è una aiutante raccolto.;هي مساعدة الحصاد.;— помощница сборе урожая.;помічниця врожаю.;היא עוזרת קציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Imker;112;MASCULINE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Imker küsst seinen Liebhaber.;El apicultor besa a su amante.;L’apiculteur embrasse son amant.;L'apicoltore bacia il suo amante.;يقبل مربي النحل حبيبه.;Пчеловод целует своего возлюбленного.;Пасічник цілує свого коханого.;הדבוראי מנשק את אהובתו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-1 1-2 2-0 3-3 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-0 4-3;[0, 1];El apicultor;L’apiculteur;L'apicoltore;مربي النحل;Пчеловод;Пасічник;הדבוראי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imker;112;MASCULINE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Imker küsst seine Liebhaberin.;El apicultor besa a su amante.;L’apiculteur embrasse son amant.;L'apicoltore bacia il suo amante.;يقبل مربي النحل حبيبه.;Пчеловод целует своего возлюбленного.;Пасічник цілує свого коханого.;הדבוראי מנשק את אהובתו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-0 4-2 4-4;0-1 1-2 2-0 3-3 4-1 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-0 4-3;[0, 1];El apicultor;L’apiculteur;L'apicoltore;مربي النحل;Пчеловод;Пасічник;הדבוראי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imkerin;112;FEMININE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Imkerin küsst ihren Liebhaber.;La apicultora besa a su amante.;L’apiculteur embrasse son amant.;L'apicoltore bacia il suo amante.;تقبل مربية النحل حبيبها.;Пчеловод целует свою возлюбленную.;Пасічник цілує коханого.;הדבוראי מנשקת את אהובה.;0-0 1-1 2-2 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-1 1-1 1-3 2-0 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 4-2;0-0 1-0 1-3 2-1 3-2 4-3;[0, 1];La apicultora;L’apiculteur;L'apicoltore;مربية حبيبها.;Пчеловод;Пасічник;הדבוראי אהובה.;FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;38;Imkerin;112;FEMININE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Imkerin küsst ihre Liebhaberin.;La apicultora besa a su amante.;L’apiculteur embrasse son amant.;L'apicoltore bacia il suo amante.;تقبل مربية النحل حبيبها.;Пчеловод целует свою возлюбленную.;Пасічник цілує коханого.;הדבוראי מנשקת את אהובה.;0-0 1-1 2-2 3-4 4-5;0-0 1-0 2-1 3-2 4-1 4-3;0-0 1-0 2-1 3-3 4-2 4-4;1-1 2-0 3-3 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 4-2;0-0 1-0 2-1 3-2 4-3;[0, 1];La apicultora;L’apiculteur;L'apicoltore;مربية;Пчеловод;Пасічник;הדבוראי;FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
