sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
5;39;Erntehelferin;111;FEMININE;1;;Helfer;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Erntehelferin liebt ihren Liebhaber.;El trabajador de la cosecha ama a su amado.;La moissonneuse-batteuse aime son amant.;La mietitrice ama il suo amante.;عاملة الحصاد تحب حبيبها.;Работница жатвы любит своего возлюбленного.;Жниварка любить свого коханого.;פועלת הקציר אוהבת את אהובה.;0-0 1-1 2-5 3-7 4-8;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 1-1 2-2 4-3;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-0 2-1 3-2 4-3;0-0 1-1 2-2 3-3 4-4;[0, 1];El trabajador;La moissonneuse-batteuse;La mietitrice;عاملة الحصاد;Работница жатвы;Жниварка;פועלת הקציר;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;39;Erntehelferin;111;FEMININE;1;;Helfer;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Erntehelferin liebt ihre Liebhaberin.;El trabajador de la cosecha ama a su amado.;La moissonneuse-batteuse aime son amant.;La mietitrice ama il suo amante.;عاملة الحصاد تحب حبيبها.;Работница жатвы любит своего возлюбленного.;Жниварка любить свого коханого.;פועלת הקציר אוהבת את אהובה.;0-0 1-1 1-4 2-5 3-7 4-6 4-8;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-5;0-0 1-0 1-1 2-2 4-3;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-0 2-1 3-2 4-3;0-0 1-1 2-2 3-3 4-4;[0, 1];El trabajador cosecha;La moissonneuse-batteuse;La mietitrice;عاملة الحصاد;Работница жатвы;Жниварка;פועלת הקציר;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;39;Erntehilfe;111;DIVERSE;1;;Helfer;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Erntehilfe liebt deren Liebhaber.;Los ayudantes de la cosecha aman a sus amantes.;Les moissonneuses-batteuses aiment leurs amants.;Gli aiutanti del raccolto amano i loro amanti.;يحب عمال الحصاد أحباءهم.;Помощники на жатве любят своих возлюбленных.;Помічники у зборі врожаю люблять своїх коханих.;עוזרי הקציר אוהבים את אהוביהם.;0-0 0-3 1-1 1-4 2-5 3-7 4-8;0-0 1-1 2-2 3-3 4-4;0-0 0-2 1-3 2-4 3-6 4-1 4-7;0-0 1-1 1-2 2-0 3-3 4-3;0-0 1-0 2-3 3-4 4-5;0-0 1-0 1-2 2-4 3-5 4-4 4-6;0-0 1-1 2-2 3-4 4-0 4-4;[0, 1];Los ayudantes la cosecha;Les moissonneuses-batteuses;Gli del raccolto;يحب عمال الحصاد;Помощники;Помічники зборі;עוזרי הקציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE']
5;39;Erntehilfe;111;DIVERSE;1;;Helfer;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Erntehilfe liebt deren Liebhaberin.;La ayudante de cosecha ama a su amado.;La moissonneuse-batteuse aime son amant.;L'aiutante del raccolto ama il suo amante.;عاملة الحصاد تحب حبيبها.;Помощница на сборе урожая любит своего возлюбленного.;Помічниця у зборі врожаю любить свого коханого.;עוזרת הקציר אוהבת את אהובה.;0-0 1-1 1-3 2-4 3-6 4-5 4-7;0-0 1-1 2-2 3-3 4-4;0-0 1-2 2-3 3-5 4-0 4-6;0-0 1-1 2-2 4-3;0-0 1-0 1-2 2-4 3-5 4-0 4-6;0-0 1-0 1-2 2-4 3-5 4-4 4-6;0-0 1-1 2-2 3-4 4-0 4-4;[0, 1];La ayudante cosecha;La moissonneuse-batteuse;L'aiutante raccolto;عاملة الحصاد;Помощница сборе;Помічниця зборі;עוזרת הקציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehelfer;111;MASCULINE;2;;Helfer;none;none;none;none;none;none;none;none;Elias;MASCULINE;Elias ist Erntehelfer.;Elías es un ayudante de cosecha.;Elias est un aide-récolteur.;Elias è un aiutante del raccolto.;إلياس هو مساعد في الحصاد.;Элиас — помощник на сборе урожая.;Ілля — помічник у зборі врожаю.;אליאס הוא עוזר בקציר.;0-0 1-1 1-2 2-3 2-5;0-0 1-1 1-2 2-3;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-5;0-0 1-1 2-2 2-3;[1, 2];es un ayudante cosecha.;est un aide-récolteur.;è un aiutante raccolto.;هو مساعد الحصاد.;— помощник сборе урожая.;— помічник врожаю.;הוא עוזר בקציר.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Erntehelfer;111;MASCULINE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehelfer.;Janne es una ayudante de cosecha.;Janne est une aide aux récoltes.;Janne è un aiutante del raccolto.;يان هي مساعدة في الحصاد.;Янне — помощница на сборе урожая.;Янне — помічниця у зборі врожаю.;יאן היא עוזרת בקציר.;0-0 1-1 1-2 2-3 2-5;0-0 1-1 1-2 2-5;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-2 2-2 2-5;0-0 1-1 2-2 2-3;[1, 2];es una ayudante cosecha.;est une récoltes.;è un aiutante raccolto.;هي مساعدة الحصاد.;— помощница сборе урожая.;помічниця врожаю.;היא עוזרת בקציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehelferin;111;FEMININE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehelferin.;Janne es una ayudante de cosecha.;Janne est une aide aux récoltes.;Janne è un aiutante del raccolto.;يان هي مساعدة في الحصاد.;Янне — помощница на сборе урожая.;Янне — помічниця у зборі врожаю.;יאן היא עוזרת בקציר.;0-0 1-1 2-3 2-5;0-0 1-1 2-3 2-5;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-2 2-2 2-5;0-0 1-1 2-2 2-3;[1, 2];es ayudante cosecha.;est aide récoltes.;è un aiutante raccolto.;هي مساعدة الحصاد.;— помощница сборе урожая.;помічниця врожаю.;היא עוזרת בקציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehelferin;111;FEMININE;2;;Helfer;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Erntehelferin.;Emilia es ayudante de cosecha.;Emilia est une ouvrière agricole.;Emilia è un'aiutante del raccolto.;إميليا هي مساعدة في الحصاد.;Эмилия — помощница на сборе урожая.;Емілія — помічниця у зборі врожаю.;אמיליה היא עוזרת בקציר.;0-0 1-1 2-2 2-4;0-0 1-1 1-2 2-3 2-4;0-0 1-1 1-2 2-2 2-4;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-5;0-0 1-1 2-2 2-3;[1, 2];es ayudante cosecha.;est une ouvrière agricole.;è un'aiutante raccolto.;هي مساعدة الحصاد.;— помощница сборе урожая.;— помічниця врожаю.;היא עוזרת בקציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Elias;MASCULINE;Elias ist Erntehilfe.;Elías es un ayudante de cosecha.;Elias est un aide-récolteur.;Elias è un aiutante del raccolto.;إلياس هو مساعد في الحصاد.;Элиас — помощник на сборе урожая.;Ілля — помічник у зборі врожаю.;אליאס הוא עוזר בקציר.;0-0 1-1 1-2 2-3 2-5;0-0 1-1 1-2 2-3;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-5;0-0 1-1 2-2 2-3;[1, 2];es un ayudante cosecha.;est un aide-récolteur.;è un aiutante raccolto.;هو مساعد الحصاد.;— помощник сборе урожая.;— помічник врожаю.;הוא עוזר בקציר.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehilfe.;Janne es una ayudante de cosecha.;Janne est une aide aux récoltes.;Janne è un aiutante del raccolto.;يان هي مساعدة في الحصاد.;Янне — помощница на сборе урожая.;Янне — помічниця у зборі врожаю.;יאן היא עוזרת בקציר.;0-0 1-1 1-2 2-3 2-5;0-0 1-1 1-2 2-3 2-5;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-2 2-2 2-4 2-5;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-3;[1, 2];es una ayudante cosecha.;est une aide récoltes.;è un aiutante raccolto.;هي مساعدة الحصاد.;помощница сборе урожая.;— помічниця зборі врожаю.;היא עוזרת בקציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Erntehilfe.;Emilia es ayudante de cosecha.;Emilia est une ouvrière agricole.;Emilia è un'aiutante del raccolto.;إميليا هي مساعدة في الحصاد.;Эмилия — помощница на сборе урожая.;Емілія — помічниця у зборі врожаю.;אמיליה היא עוזרת בקציר.;0-0 1-1 2-2 2-4;0-0 1-1 1-2 2-3 2-4;0-0 1-1 1-2 2-2 2-4;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-3;[1, 2];es ayudante cosecha.;est une ouvrière agricole.;è un'aiutante raccolto.;هي مساعدة الحصاد.;— помощница сборе урожая.;— помічниця зборі врожаю.;היא עוזרת בקציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Imker;112;MASCULINE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Imker küsst seinen Liebhaber.;El apicultor besa a su amante.;L'apiculteur embrasse son amant.;L'apicoltore bacia la sua amante.;يقبّل النحال حبيبته.;Пчеловод целует свою возлюбленную.;Бджоляр цілує свою кохану.;הדבוראי מנשק את אהובתו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-4;0-1 1-1 2-0 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-0 4-3;[0, 1];El apicultor;L'apiculteur;L'apicoltore;النحال;Пчеловод;Бджоляр;הדבוראי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imker;112;MASCULINE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Imker küsst seine Liebhaberin.;El apicultor besa a su amante.;L'apiculteur embrasse son amant.;L'apicoltore bacia la sua amante.;يقبّل النحال حبيبته.;Пчеловод целует свою возлюбленную.;Бджоляр цілує свою кохану.;הדבוראי מנשק את אהובתו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-1 1-1 2-0 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-0 4-3;0-0 1-0 2-1 3-2 4-0 4-3;[0, 1];El apicultor;L'apiculteur;L'apicoltore;النحال;Пчеловод;Бджоляр;הדבוראי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imkerin;112;FEMININE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Imkerin küsst ihren Liebhaber.;El apicultor besa a su amante.;L'apicultrice embrasse son amant.;L'apicoltore bacia il suo amante.;تقبّل النحّالة حبيبها.;Пчеловод целует своего возлюбленного.;Бджолярка цілує свого коханого.;הדבוראית מנשקת את אהובה.;0-0 1-1 2-2 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-1 1-1 1-2 2-0 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];El apicultor;L'apicultrice;L'apicoltore;النحّالة حبيبها.;Пчеловод;Бджолярка;הדבוראית;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Imkerin;112;FEMININE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Imkerin küsst ihre Liebhaberin.;El apicultor besa a su amante.;L'apicultrice embrasse son amant.;L'apicoltore bacia il suo amante.;تقبّل النحّالة حبيبها.;Пчеловод целует своего возлюбленного.;Бджолярка цілує свого коханого.;הדבוראית מנשקת את אהובה.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-1 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-1 1-1 2-0 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];El apicultor;L'apicultrice;L'apicoltore;النحّالة;Пчеловод;Бджолярка;הדבוראית;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
