sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
5;39;Erntehelferin;111;FEMININE;1;;Helfer;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Erntehelferin liebt ihren Liebhaber.;La cosechadora ama a su amante.;L'aide à la récolte aime son amant.;La mietitrice adora il suo amante.;الحاصد يحب حبيبها.;Комбайн любит своего возлюбленного.;Харвестер любить свою кохану.;המקצרה אוהבת את המאהב שלה.;0-0 1-1 2-2 3-4 4-5;0-0 1-3 2-4 3-5 4-3 4-6;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 1-2 2-1 4-2;0-0 1-0 2-1 3-2 4-3;0-0 2-1 3-2 4-3;0-0 1-0 1-4 2-1 3-2 4-1 4-3 4-4;[0, 1];La cosechadora;L'aide récolte;La mietitrice;الحاصد حبيبها.;Комбайн;Харвестер;המקצרה שלה.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;39;Erntehelferin;111;FEMININE;1;;Helfer;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Erntehelferin liebt ihre Liebhaberin.;La cosechadora ama a su amante.;La moissonneuse adore son amante.;La mietitrice adora la sua amante.;الحاصد يحب حبيبها.;Комбайн любит своего возлюбленного.;Харвестер любить свою кохану.;המקצרה אוהבת את המאהב שלה.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 4-2;0-0 1-0 2-1 3-2 4-3;0-0 2-1 3-2 4-1 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];La cosechadora;La moissonneuse;La mietitrice;الحاصد;Комбайн;Харвестер;המקצרה;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;39;Erntehilfe;111;DIVERSE;1;;Helfer;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Erntehilfe liebt deren Liebhaber.;La cosechadora ama a sus amantes.;Le moissonneur adore son amant.;Il mietitore ama i suoi amanti.;حصاد المساعدات يحب عشيقها.;Сбор помощи любит своего любовника.;Збиральна допомога любить свого коханця.;סיוע קציר אוהב את המאהב שלהם.;0-0 1-1 2-2 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-1 2-2 3-3 4-3;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-5 4-2 4-4 4-5;[0, 1];La cosechadora;Le moissonneur;Il mietitore;حصاد المساعدات;Сбор помощи;Збиральна допомога;סיוע קציר;FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE']
5;39;Erntehilfe;111;DIVERSE;1;;Helfer;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Erntehilfe liebt deren Liebhaberin.;La ayuda de la cosecha ama a su amante.;L'aide à la récolte aime son amante.;Il mietitore ama la sua amante.;حصاد المساعدات يحب عشيقها.;Сбор помощи любит своего любовника.;Збиральна допомога любить свого коханця.;סיוע קציר אוהב את המאהב שלהם.;0-0 1-1 1-4 2-5 3-7 4-6 4-8;0-0 1-0 1-3 2-4 3-5 4-3 4-6;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-1 2-2 3-3 4-3;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-5 4-4 4-5;[0, 1];La ayuda cosecha;L'aide récolte;Il mietitore;حصاد المساعدات;Сбор помощи;Збиральна допомога;סיוע קציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE']
6;44;Erntehelfer;111;MASCULINE;2;;Helfer;none;none;none;none;none;none;none;none;Elias;MASCULINE;Elias ist Erntehelfer.;Elias es un trabajador de la cosecha.;Elias est moissonneur.;Elias è un raccoglitore.;الياس معين الحصاد.;Элиас — помощник по сбору урожая.;Ілля - помічник врожаю.;אליאס הוא עוזר קציר.;0-0 1-1 2-2 2-3 2-6;0-0 1-1 2-2;0-0 1-1 1-2 2-3;0-0 1-0 2-1 2-2;0-0 2-2 2-4 2-5;0-0 1-1 2-2 2-3;0-0 1-1 2-2 2-3;[1, 2];es un trabajador cosecha.;est moissonneur.;è un raccoglitore.;الياس معين الحصاد.;помощник сбору урожая.;- помічник врожаю.;הוא עוזר קציר.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Erntehelfer;111;MASCULINE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehelfer.;Janne es un trabajador de la cosecha.;Janne est moissonneuse.;Janne è un raccoglitore.;جين هي مساعدة في الحصاد.;Янне — помощник по сбору урожая.;Янне - помічник врожаю.;יאן הוא עוזר קציר.;0-0 1-1 2-2 2-3 2-6;0-0 1-1 2-2;0-0 1-1 2-3;0-0 1-1 2-2 2-4;0-0 1-2 2-4 2-5;0-0 1-1 2-2 2-3;0-0 1-1 2-2 2-3;[1, 2];es un trabajador cosecha.;est moissonneuse.;è raccoglitore.;هي مساعدة الحصاد.;помощник сбору урожая.;- помічник врожаю.;הוא עוזר קציר.;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Erntehelferin;111;FEMININE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehelferin.;Janne es asistente de cosecha.;Janne est récolteuse.;Janne è un'operatrice.;جين هي مساعدة في الحصاد.;Янне — помощник по сбору урожая.;Янне - помічник врожаю.;יאן הוא עוזר קציר.;0-0 1-1 2-2 2-4;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2 2-4;0-0 1-2 2-4 2-5;0-0 1-1 2-2 2-3;0-0 1-1 2-2 2-3;[1, 2];es asistente cosecha.;est récolteuse.;è un'operatrice.;هي مساعدة الحصاد.;помощник сбору урожая.;- помічник врожаю.;הוא עוזר קציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Erntehelferin;111;FEMININE;2;;Helfer;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Erntehelferin.;Emilia es asistente de cosecha.;Emilia est récolteuse.;Emilia è una mietitrice.;إميليا هي حصاد.;Эмилия - комбайн.;Емілія жниварка.;אמיליה היא קצירה.;0-0 1-1 2-2 2-4;0-0 1-1 2-2;0-0 1-1 2-2 2-3;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-0 2-1;0-0 1-1 2-2;[1, 2];es asistente cosecha.;est récolteuse.;è una mietitrice.;هي حصاد.;- комбайн.;Емілія жниварка.;היא קצירה.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Elias;MASCULINE;Elias ist Erntehilfe.;Elias es un agente de cosecha.;Elias est moissonneur.;Elias è un aiuto al raccolto.;الياس هو حصاد.;Элиас — комбайн.;Еліас - жнивар.;אליאס הוא מקצרה.;0-0 1-1 2-2 2-3 2-5;0-0 1-1 2-2;0-0 1-1 2-3 2-5;0-0 1-1 2-2;0-0 1-1 2-0 2-2;0-0 1-1 2-2;0-0 1-1 2-2;[1, 2];es un agente cosecha.;est moissonneur.;è aiuto raccolto.;هو حصاد.;Элиас — комбайн.;- жнивар.;הוא מקצרה.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehilfe.;Janne es de ayuda de cosecha.;Janne est récoltante.;Janne è un aiuto al raccolto.;جين هي حصاد.;Джейн — комбайн.;Джейн — жнивар.;ג'יין היא קצירה.;0-0 1-1 2-3 2-5;0-0 1-1 2-2;0-0 1-1 2-3 2-5;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-0 2-2;[1, 2];es ayuda cosecha.;est récoltante.;è aiuto raccolto.;هي حصاد.;— комбайн.;— жнивар.;ג'יין היא קצירה.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Erntehilfe.;Emilia es de ayuda para la cosecha.;Emilia est récoltante.;Emilia è aiuto al raccolto.;إميليا هي حصاد.;Эмилия - комбайн.;Емілія жниварка.;אמיליה היא קצירה.;0-0 1-1 2-3 2-6;0-0 1-1 2-2;0-0 1-1 2-2 2-4;0-0 1-1 2-0 2-2;0-0 1-1 2-2;0-0 1-0 2-1;0-0 1-1 2-2;[1, 2];es ayuda cosecha.;est récoltante.;è aiuto raccolto.;إميليا هي حصاد.;- комбайн.;Емілія жниварка.;היא קצירה.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Imker;112;MASCULINE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Imker küsst seinen Liebhaber.;El apicultor besa a su amante.;L'apiculteur embrasse son amant.;L'apicoltore bacia il suo amante.;النحال يقبل حبيبه.;Пчеловод целует свою возлюбленную.;Пасічник цілує свою кохану.;הכוורן מנשק את המאהבת שלו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-0 1-0 2-1 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];El apicultor;L'apiculteur;L'apicoltore;النحال;Пчеловод;Пасічник;הכוורן;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imker;112;MASCULINE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Imker küsst seine Liebhaberin.;El apicultor besa a su amante.;L'apiculteur embrasse son amante.;L'apicoltore bacia la sua amante.;النحال يقبل حبيبه.;Пчеловод целует свою возлюбленную.;Пасічник цілує свою кохану.;הכוורן מנשק את המאהבת שלו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-0 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-0 1-0 2-1 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];El apicultor;L'apiculteur;L'apicoltore;النحال;Пчеловод;Пасічник;הכוורן;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imkerin;112;FEMININE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Imkerin küsst ihren Liebhaber.;La apicultora besa a su amante.;L'apicultrice embrasse son amant.;L'apicoltore bacia il suo amante.;مربية النحل تقبل حبيبها.;Пчеловод целует своего возлюбленного.;Пасічник цілує свого коханця.;הכוורן מנשק את אהובה.;0-0 1-1 2-2 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-0 1-1 1-3 2-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La apicultora;L'apicultrice;L'apicoltore;مربية النحل حبيبها.;Пчеловод;Пасічник;הכוורן;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imkerin;112;FEMININE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Imkerin küsst ihre Liebhaberin.;La apicultora besa a su amante.;L'apicultrice embrasse son amante.;L'apicoltore bacia la sua amante.;مربية النحل تقبل حبيبها.;Пчеловод целует своего возлюбленного.;Пасічник цілує свого коханця.;הכוורן מנשק את אהובה.;0-0 1-1 2-2 3-4 4-5;0-0 1-0 2-1 3-2 4-0 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-0 1-1 2-2 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La apicultora;L'apicultrice;L'apicoltore;مربية النحل;Пчеловод;Пасічник;הכוורן;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;45;Imker;112;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Luca;MASCULINE;Luca wurde kürzlich Imker.;Luca se convirtió recientemente en apicultor.;Luca est récemment devenu apiculteur.;Luca è diventato apicoltore.;أصبح لوكا مؤخرا نحال.;Лука недавно стал пчеловодом.;Люка нещодавно став пасічником.;לוקה הפך לאחרונה לכומר דבורים.;0-0 1-1 2-3 3-5;0-0 1-1 2-2 3-4;0-0 1-1 2-2 3-3;0-1 1-0 2-2 3-3;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 1-3 2-2 3-3 3-4;[2, 3];recientemente apicultor.;récemment apiculteur.;diventato apicoltore.;مؤخرا نحال.;недавно пчеловодом.;нещодавно пасічником.;לאחרונה לכומר דבורים.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
