sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
5;39;Erntehilfe;111;DIVERSE;1;;Helfer;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Erntehilfe liebt deren Liebhaber.;La ayuda a la cosecha ama a sus amantes.;L'aide à la récolte aime leurs amants.;L'aiuto alla raccolta ama i suoi amanti.;مساعدات الحصاد تحب عشاقها.;Уборочная техника любит своих поклонников.;Допоміжний інструмент для збирання врожаю любить своїх любителів.;עזרת הקציר אוהבת את אוהביה.;0-0 1-1 1-4 2-5 3-7 4-6 4-8;0-0 1-0 1-3 2-4 3-5 4-3 4-6;0-0 1-0 1-1 1-2 2-3 3-5 4-6;0-0 1-1 2-2 3-3 4-3;0-0 1-0 1-1 2-2 3-3 4-4;0-0 1-0 1-1 2-5 3-6 4-7;0-0 1-1 2-2 3-3 4-4;[0, 1];La ayuda cosecha;L'aide récolte;L'aiuto alla raccolta;مساعدات الحصاد;Уборочная техника;Допоміжний інструмент;עזרת הקציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;39;Erntehilfe;111;DIVERSE;1;;Helfer;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Erntehilfe liebt deren Liebhaberin.;La ayudante de la cosecha ama a su amante.;L'aide à la récolte aime leur amant.;L'aiutante del raccolto ama il suo amante.;مساعدة الحصاد تحب حبيبها.;Помощница в сборе урожая любит своего возлюбленного.;Помічниця у збиранні врожаю кохає свого коханого.;עוזרת הקציר אוהבת את בעלת הבית שלה.;0-0 1-1 1-4 2-5 3-7 4-6 4-8;0-0 1-0 1-3 2-4 3-5 4-3 4-6;0-0 1-2 2-3 3-5 4-0 4-6;0-0 1-1 2-2 4-3;0-0 1-0 1-3 2-4 3-5 4-0 4-6;0-0 1-0 1-3 2-4 3-5 4-6;0-0 1-1 2-2 3-6 4-0 4-6;[0, 1];La ayudante cosecha;L'aide récolte;L'aiutante raccolto;مساعدة الحصاد;Помощница урожая;Помічниця врожаю;עוזרת הקציר;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Erntehelfer;111;MASCULINE;2;;Helfer;none;none;none;none;none;none;none;none;Elias;MASCULINE;Elias ist Erntehelfer.;Elías es jornalero agrícola.;Elias est récolteur.;Elias è un lavoratore del raccolto.;إلياس عامل حصاد.;Элиас работает на уборке урожая.;Еліас працює на збиранні врожаю.;אליאס הוא פועל קציר.;0-0 1-1 2-2 2-3;0-0 1-1 2-2;0-0 1-1 2-2 2-3 2-5;0-0 1-1 2-2;0-0 1-1 2-3 2-4;0-0 1-1 2-3 2-4;0-0 1-1 2-2 2-3;[1, 2];es jornalero agrícola.;est récolteur.;è un lavoratore raccolto.;عامل حصاد.;работает уборке урожая.;працює збиранні врожаю.;הוא פועל קציר.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];NEUTER;['NEUTER'];MASCULINE;['MASCULINE']
6;44;Erntehelfer;111;MASCULINE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehelfer.;Janne es jornalero agrícola.;Janne est récolteur.;Janne è un lavoratore del raccolto.;جان عامل حصاد.;Янне работает на уборке урожая.;Янне працює на збиранні врожаю.;יאנה הוא פועל קציר.;0-0 1-1 2-2 2-3;0-0 1-1 2-2;0-0 1-1 2-3 2-5;0-0 1-1 2-2;0-0 1-1 2-3 2-4;0-0 1-1 2-3 2-4;0-0 1-1 2-2 2-3;[1, 2];es jornalero agrícola.;est récolteur.;è lavoratore raccolto.;عامل حصاد.;работает уборке урожая.;працює збиранні врожаю.;הוא פועל קציר.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];NEUTER;['NEUTER'];MASCULINE;['MASCULINE']
6;44;Erntehelferin;111;FEMININE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehelferin.;Janne es un ayudante de cosecha.;Janne est moissonneuse.;Janne è un aiutante del raccolto.;جان هو مساعد في الحصاد.;Янне - помощник в сборе урожая.;Янне - помічник у збиранні врожаю.;ג'אן היא פועלת קציר.;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-3;[1, 2];es un ayudante cosecha.;est moissonneuse.;è un aiutante raccolto.;هو مساعد الحصاد.;- помощник сборе урожая.;- помічник збиранні врожаю.;היא פועלת קציר.;UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
6;44;Erntehelferin;111;FEMININE;2;;Helfer;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Erntehelferin.;Emilia es una ayudante de cosecha.;Emilia est moissonneuse.;Emilia è un'aiutante del raccolto.;إميليا هي مساعدة في الحصاد.;Эмилия - помощница в сборе урожая.;Емілія - помічниця у збиранні врожаю.;אמיליה היא פועלת קציר.;0-0 1-1 1-2 2-3 2-4 2-5;0-0 1-1 2-2;0-0 1-1 1-2 2-2 2-4;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-3;[1, 2];es una ayudante de cosecha.;est moissonneuse.;è un'aiutante raccolto.;هي مساعدة الحصاد.;- помощница сборе урожая.;- помічниця збиранні врожаю.;היא פועלת קציר.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Elias;MASCULINE;Elias ist Erntehilfe.;Elías es un ayudante de cosecha.;Elias est aide-récoltant.;Elias è un aiutante del raccolto.;إلياس مساعد في الحصاد.;Элиас - помощник в сборе урожая.;Еліас - помічник у збиранні врожаю.;אליאס הוא עוזר קציר.;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-3;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-3;[1, 2];es un ayudante cosecha.;est aide-récoltant.;è un aiutante raccolto.;مساعد الحصاد.;- помощник сборе урожая.;- помічник збиранні врожаю.;הוא עוזר קציר.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Janne;n;Janne ist Erntehilfe.;Janne es un ayudante de cosecha.;Janne est aide-récolte.;Janne è un aiutante del raccolto.;جان هو مساعد في الحصاد.;Янне - помощник в сборе урожая.;Янне - помічник у збиранні врожаю.;ג'אן היא עוזרת קציר.;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-3;[1, 2];es un ayudante cosecha.;est aide-récolte.;è un aiutante raccolto.;هو مساعد الحصاد.;- помощник сборе урожая.;- помічник збиранні врожаю.;היא עוזרת קציר.;UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
6;44;Erntehilfe;111;DIVERSE;2;;Helfer;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Erntehilfe.;Emilia es una ayudante de cosecha.;Emilia est aide-récolte.;Emilia è un'aiutante del raccolto.;إميليا هي مساعدة في الحصاد.;Эмилия - помощница в сборе урожая.;Емілія - помічниця у збиранні врожаю.;אמיליה היא עוזרת קציר.;0-0 1-1 1-2 2-3 2-5;0-0 1-1 2-2;0-0 1-1 1-2 2-2 2-4;0-0 1-1 2-2 2-4;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-4 2-5;0-0 1-1 2-2 2-3;[1, 2];es una ayudante cosecha.;est aide-récolte.;è un'aiutante raccolto.;هي مساعدة الحصاد.;- помощница сборе урожая.;- помічниця збиранні врожаю.;היא עוזרת קציר.;FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
5;38;Imker;112;MASCULINE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Imker küsst seinen Liebhaber.;El apicultor besa a su amante.;L'apiculteur embrasse son amant.;L'apicoltore bacia la sua amante.;مربي النحل يقبل حبيبته.;Пасечник целует свою возлюбленную.;Пасічник цілує свою кохану.;הדבוראי מנשק את אהובו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-4;0-0 1-1 2-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];El apicultor;L'apiculteur;L'apicoltore;مربي النحل;Пасечник;Пасічник;הדבוראי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imker;112;MASCULINE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Imker küsst seine Liebhaberin.;El apicultor besa a su amante.;L'apiculteur embrasse son amante.;L'apicoltore bacia la sua amante.;مربي النحل يقبل حبيبته.;Пасечник целует свою возлюбленную.;Пасічник цілує свою кохану.;הדבוראי מנשק את אהובתו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-0 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-0 1-1 2-2 3-3 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-0 4-3;[0, 1];El apicultor;L'apiculteur;L'apicoltore;مربي النحل;Пасечник;Пасічник;הדבוראי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Imkerin;112;FEMININE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Imkerin küsst ihren Liebhaber.;La apicultora besa a su amante.;L'apicultrice embrasse son amant.;L'apicoltrice bacia il suo amante.;مربية النحل تقبل حبيبها.;Пасечница целует своего возлюбленного.;Пасічниця цілує свого коханого.;הדבוראית מנשקת את אהובה.;0-0 1-1 2-2 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-0 1-1 1-3 2-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La apicultora;L'apicultrice;L'apicoltrice;مربية النحل حبيبها.;Пасечница;Пасічниця;הדבוראית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Imkerin;112;FEMININE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Imkerin küsst ihre Liebhaberin.;La apicultora besa a su amante.;L'apicultrice embrasse son amant.;L'apicoltrice bacia il suo amante.;مربية النحل تقبل حبيبها.;Пасечница целует своего возлюбленного.;Пасічниця цілує свого коханого.;הדבוראית מנשקת את אהובתה.;0-0 1-1 2-2 3-4 4-5;0-0 1-0 2-1 3-2 4-1 4-3;0-0 1-0 2-1 3-3 4-2 4-4;0-0 1-1 2-2 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La apicultora;L'apicultrice;L'apicoltrice;مربية النحل;Пасечница;Пасічниця;הדבוראית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
