sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text
5;42;Erntehelferin;111;f;1;nan;Helfer;Freundin;romantic;f;4;nan;none;none;none;none;none;Die Erntehelferin zieht ihre Freundin nah zu sich und sie küssen sich leidenschaftlich.
5;42;Erntehilfe;111;d;1;nan;Helfer;Freund;romantic;m;4;nan;none;none;none;none;none;Die Erntehilfe zieht deren Freund nah zu sich und sie küssen sich leidenschaftlich.
6;46;Erntehelfer;111;m;3;nan;Helfer;none;none;none;none;none;none;none;none;Elias;m;Elias arbeitet als Erntehelfer.
6;46;Erntehelfer;111;m;3;nan;Helfer;none;none;none;none;none;none;none;none;Bente;n;Bente arbeitet als Erntehelfer.
6;46;Erntehelferin;111;f;3;nan;Helfer;none;none;none;none;none;none;none;none;Bente;n;Bente arbeitet als Erntehelferin.
6;46;Erntehelferin;111;f;3;nan;Helfer;none;none;none;none;none;none;none;none;Hannah;f;Hannah arbeitet als Erntehelferin.
6;46;Erntehilfe;111;d;3;nan;Helfer;none;none;none;none;none;none;none;none;Elias;m;Elias arbeitet als Erntehilfe.
6;46;Erntehilfe;111;d;3;nan;Helfer;none;none;none;none;none;none;none;none;Bente;n;Bente arbeitet als Erntehilfe.
6;46;Erntehilfe;111;d;3;nan;Helfer;none;none;none;none;none;none;none;none;Hannah;f;Hannah arbeitet als Erntehilfe.
5;40;Imker;112;m;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Der Imker schreibt seinem Date einen Liebesbrief.
5;40;Imkerin;112;f;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Die Imkerin schreibt ihrem Date einen Liebesbrief.
6;47;Imker;112;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Noah;m;Zurzeit arbeitet Noah als Imker.
6;47;Imker;112;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Zurzeit arbeitet Janne als Imker.
6;47;Imkerin;112;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Zurzeit arbeitet Janne als Imkerin.
6;47;Imkerin;112;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Emma;f;Zurzeit arbeitet Emma als Imkerin.
5;41;Kutscher;113;m;1;nan;Fachkraefte;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Der Kutscher presst seinen Liebhaber an sich.
5;41;Kutscher;113;m;1;nan;Fachkraefte;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Der Kutscher presst seine Liebhaberin an sich.
5;41;Kutscherin;113;f;1;nan;Fachkraefte;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Die Kutscherin presst ihren Liebhaber an sich.
5;41;Kutscherin;113;f;1;nan;Fachkraefte;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Die Kutscherin presst ihre Liebhaberin an sich.
6;47;Kutscher;113;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Leon;m;Zurzeit arbeitet Leon als Kutscher.
6;47;Kutscher;113;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Zurzeit arbeitet Janne als Kutscher.
6;47;Kutscherin;113;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Zurzeit arbeitet Janne als Kutscherin.
6;47;Kutscherin;113;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Emilia;f;Zurzeit arbeitet Emilia als Kutscherin.
5;41;Fischer;114;m;1;nan;Fachkraefte;Ehemann;romantic;m;4;nan;none;none;none;none;none;Der Fischer presst seinen Ehemann an sich.
5;41;Fischer;114;m;1;nan;Fachkraefte;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Der Fischer presst seine Ehefrau an sich.
5;41;Fischerin;114;f;1;nan;Fachkraefte;Ehemann;romantic;m;4;nan;none;none;none;none;none;Die Fischerin presst ihren Ehemann an sich.
5;41;Fischerin;114;f;1;nan;Fachkraefte;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Die Fischerin presst ihre Ehefrau an sich.
6;44;Fischer;114;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Theo;m;Theo ist Fischer.
6;44;Fischer;114;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Alexis;n;Alexis ist Fischer.
6;44;Fischerin;114;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Alexis;n;Alexis ist Fischerin.
6;44;Fischerin;114;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sophia;f;Sophia ist Fischerin.
5;43;Tierpfleger;115;m;1;nan;Fachkraefte;Partner;romantic;m;4;nan;none;none;none;none;none;Der Tierpfleger flüstert seinem Partner ein Kompliment zu.
5;43;Tierpfleger;115;m;1;nan;Fachkraefte;Partnerin;romantic;f;4;nan;none;none;none;none;none;Der Tierpfleger flüstert seiner Partnerin ein Kompliment zu.
5;43;Tierpflegerin;115;f;1;nan;Fachkraefte;Partner;romantic;m;4;nan;none;none;none;none;none;Die Tierpflegerin flüstert ihrem Partner ein Kompliment zu.
5;43;Tierpflegerin;115;f;1;nan;Fachkraefte;Partnerin;romantic;f;4;nan;none;none;none;none;none;Die Tierpflegerin flüstert ihrer Partnerin ein Kompliment zu.
6;44;Tierpfleger;115;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Leon;m;Leon ist Tierpfleger.
6;44;Tierpfleger;115;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Alexis;n;Alexis ist Tierpfleger.
6;44;Tierpflegerin;115;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Alexis;n;Alexis ist Tierpflegerin.
6;44;Tierpflegerin;115;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Mia;f;Mia ist Tierpflegerin.
5;41;Winzer;116;m;1;nan;Fachkraefte;Ehemann;romantic;m;4;nan;none;none;none;none;none;Der Winzer presst seinen Ehemann an sich.
5;41;Winzer;116;m;1;nan;Fachkraefte;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Der Winzer presst seine Ehefrau an sich.
5;41;Winzerin;116;f;1;nan;Fachkraefte;Ehemann;romantic;m;4;nan;none;none;none;none;none;Die Winzerin presst ihren Ehemann an sich.
5;41;Winzerin;116;f;1;nan;Fachkraefte;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Die Winzerin presst ihre Ehefrau an sich.
6;45;Winzer;116;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Elias;m;Elias wurde kürzlich Winzer.
6;45;Winzer;116;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Lou;n;Lou wurde kürzlich Winzer.
6;45;Winzerin;116;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Lou;n;Lou wurde kürzlich Winzerin.
6;45;Winzerin;116;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Lina;f;Lina wurde kürzlich Winzerin.
5;39;Jäger;117;m;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Der Jäger liebt sein Date.
5;39;Jägerin;117;f;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Die Jägerin liebt ihr Date.
6;45;Jäger;117;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Theo;m;Theo wurde kürzlich Jäger.
6;45;Jäger;117;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Sascha wurde kürzlich Jäger.
6;45;Jägerin;117;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Sascha wurde kürzlich Jägerin.
6;45;Jägerin;117;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Emilia;f;Emilia wurde kürzlich Jägerin.
5;41;Landschaftsgärtner;121;m;1;nan;Fachkraefte;Freund;romantic;m;4;nan;none;none;none;none;none;Der Landschaftsgärtner presst seinen Freund an sich.
5;41;Landschaftsgärtner;121;m;1;nan;Fachkraefte;Freundin;romantic;f;4;nan;none;none;none;none;none;Der Landschaftsgärtner presst seine Freundin an sich.
5;41;Landschaftsgärtnerin;121;f;1;nan;Fachkraefte;Freund;romantic;m;4;nan;none;none;none;none;none;Die Landschaftsgärtnerin presst ihren Freund an sich.
5;41;Landschaftsgärtnerin;121;f;1;nan;Fachkraefte;Freundin;romantic;f;4;nan;none;none;none;none;none;Die Landschaftsgärtnerin presst ihre Freundin an sich.
6;47;Landschaftsgärtner;121;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Elias;m;Zurzeit arbeitet Elias als Landschaftsgärtner.
6;47;Landschaftsgärtner;121;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Zurzeit arbeitet Bente als Landschaftsgärtner.
6;47;Landschaftsgärtnerin;121;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Zurzeit arbeitet Bente als Landschaftsgärtnerin.
6;47;Landschaftsgärtnerin;121;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Emma;f;Zurzeit arbeitet Emma als Landschaftsgärtnerin.
5;39;Gartenarbeiter;121;m;1;nan;Helfer;Ehemann;romantic;m;4;nan;none;none;none;none;none;Der Gartenarbeiter liebt seinen Ehemann.
5;39;Gartenarbeiter;121;m;1;nan;Helfer;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Der Gartenarbeiter liebt seine Ehefrau.
5;39;Gartenarbeiterin;121;f;1;nan;Helfer;Ehemann;romantic;m;4;nan;none;none;none;none;none;Die Gartenarbeiterin liebt ihren Ehemann.
5;39;Gartenarbeiterin;121;f;1;nan;Helfer;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Die Gartenarbeiterin liebt ihre Ehefrau.
6;48;Gartenarbeiter;121;m;5;nan;Helfer;none;none;none;none;none;none;none;none;Matteo;m;Seit Jahren arbeitet Matteo als Gartenarbeiter.
6;48;Gartenarbeiter;121;m;5;nan;Helfer;none;none;none;none;none;none;none;none;Sascha;n;Seit Jahren arbeitet Sascha als Gartenarbeiter.
6;48;Gartenarbeiterin;121;f;5;nan;Helfer;none;none;none;none;none;none;none;none;Sascha;n;Seit Jahren arbeitet Sascha als Gartenarbeiterin.
6;48;Gartenarbeiterin;121;f;5;nan;Helfer;none;none;none;none;none;none;none;none;Emilia;f;Seit Jahren arbeitet Emilia als Gartenarbeiterin.
5;43;Florist;122;m;1;nan;Fachkraefte;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Der Florist flüstert seinem Liebhaber ein Kompliment zu.
5;43;Florist;122;m;1;nan;Fachkraefte;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Der Florist flüstert seiner Liebhaberin ein Kompliment zu.
5;43;Floristin;122;f;1;nan;Fachkraefte;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Die Floristin flüstert ihrem Liebhaber ein Kompliment zu.
5;43;Floristin;122;f;1;nan;Fachkraefte;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Die Floristin flüstert ihrer Liebhaberin ein Kompliment zu.
6;47;Florist;122;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Luca;m;Zurzeit arbeitet Luca als Florist.
6;47;Florist;122;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Zurzeit arbeitet Sascha als Florist.
6;47;Floristin;122;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Zurzeit arbeitet Sascha als Floristin.
6;47;Floristin;122;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Lina;f;Zurzeit arbeitet Lina als Floristin.
5;40;Bergarbeiter;211;m;1;nan;Fachkraefte;Freund;romantic;m;4;nan;none;none;none;none;none;Der Bergarbeiter schreibt seinem Freund einen Liebesbrief.
5;40;Bergarbeiter;211;m;1;nan;Fachkraefte;Freundin;romantic;f;4;nan;none;none;none;none;none;Der Bergarbeiter schreibt seiner Freundin einen Liebesbrief.
5;40;Bergarbeiterin;211;f;1;nan;Fachkraefte;Freund;romantic;m;4;nan;none;none;none;none;none;Die Bergarbeiterin schreibt ihrem Freund einen Liebesbrief.
5;40;Bergarbeiterin;211;f;1;nan;Fachkraefte;Freundin;romantic;f;4;nan;none;none;none;none;none;Die Bergarbeiterin schreibt ihrer Freundin einen Liebesbrief.
6;47;Bergarbeiter;211;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Leon;m;Zurzeit arbeitet Leon als Bergarbeiter.
6;47;Bergarbeiter;211;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Zurzeit arbeitet Janne als Bergarbeiter.
6;47;Bergarbeiterin;211;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Zurzeit arbeitet Janne als Bergarbeiterin.
6;47;Bergarbeiterin;211;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Emilia;f;Zurzeit arbeitet Emilia als Bergarbeiterin.
5;41;Steinmetz;212;m;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Der Steinmetz presst sein Date an sich.
5;41;Steinmetzin;212;f;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Die Steinmetzin presst ihr Date an sich.
6;44;Steinmetz;212;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Noah;m;Noah ist Steinmetz.
6;44;Steinmetz;212;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Sascha ist Steinmetz.
6;44;Steinmetzin;212;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Sascha ist Steinmetzin.
6;44;Steinmetzin;212;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Lina;f;Lina ist Steinmetzin.
5;42;Glasbläser;213;m;1;nan;Fachkraefte;Ehemann;romantic;m;4;nan;none;none;none;none;none;Der Glasbläser zieht seinen Ehemann nah zu sich und sie küssen sich leidenschaftlich.
5;42;Glasbläser;213;m;1;nan;Fachkraefte;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Der Glasbläser zieht seine Ehefrau nah zu sich und sie küssen sich leidenschaftlich.
5;42;Glasbläserin;213;f;1;nan;Fachkraefte;Ehemann;romantic;m;4;nan;none;none;none;none;none;Die Glasbläserin zieht ihren Ehemann nah zu sich und sie küssen sich leidenschaftlich.
5;42;Glasbläserin;213;f;1;nan;Fachkraefte;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Die Glasbläserin zieht ihre Ehefrau nah zu sich und sie küssen sich leidenschaftlich.
6;44;Glasbläser;213;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Noah;m;Noah ist Glasbläser.
6;44;Glasbläser;213;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Sascha ist Glasbläser.
6;44;Glasbläserin;213;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Sascha ist Glasbläserin.
6;44;Glasbläserin;213;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Mia;f;Mia ist Glasbläserin.
5;38;Keramikarbeiter;214;m;1;nan;Helfer;Date;romantic;n;4;nan;none;none;none;none;none;Der Keramikarbeiter küsst sein Date.
5;38;Keramikarbeiterin;214;f;1;nan;Helfer;Date;romantic;n;4;nan;none;none;none;none;none;Die Keramikarbeiterin küsst ihr Date.
6;48;Keramikarbeiter;214;m;5;nan;Helfer;none;none;none;none;none;none;none;none;Theo;m;Seit Jahren arbeitet Theo als Keramikarbeiter.
6;48;Keramikarbeiter;214;m;5;nan;Helfer;none;none;none;none;none;none;none;none;Janne;n;Seit Jahren arbeitet Janne als Keramikarbeiter.
6;48;Keramikarbeiterin;214;f;5;nan;Helfer;none;none;none;none;none;none;none;none;Janne;n;Seit Jahren arbeitet Janne als Keramikarbeiterin.
6;48;Keramikarbeiterin;214;f;5;nan;Helfer;none;none;none;none;none;none;none;none;Hannah;f;Seit Jahren arbeitet Hannah als Keramikarbeiterin.
5;42;Gummiarbeiter;221;m;1;nan;Helfer;Ehemann;romantic;m;4;nan;none;none;none;none;none;Der Gummiarbeiter zieht seinen Ehemann nah zu sich und sie küssen sich leidenschaftlich.
5;42;Gummiarbeiter;221;m;1;nan;Helfer;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Der Gummiarbeiter zieht seine Ehefrau nah zu sich und sie küssen sich leidenschaftlich.
5;42;Gummiarbeiterin;221;f;1;nan;Helfer;Ehemann;romantic;m;4;nan;none;none;none;none;none;Die Gummiarbeiterin zieht ihren Ehemann nah zu sich und sie küssen sich leidenschaftlich.
5;42;Gummiarbeiterin;221;f;1;nan;Helfer;Ehefrau;romantic;f;4;nan;none;none;none;none;none;Die Gummiarbeiterin zieht ihre Ehefrau nah zu sich und sie küssen sich leidenschaftlich.
6;47;Gummiarbeiter;221;m;4;nan;Helfer;none;none;none;none;none;none;none;none;Leon;m;Zurzeit arbeitet Leon als Gummiarbeiter.
6;47;Gummiarbeiter;221;m;4;nan;Helfer;none;none;none;none;none;none;none;none;Kayra;n;Zurzeit arbeitet Kayra als Gummiarbeiter.
6;47;Gummiarbeiterin;221;f;4;nan;Helfer;none;none;none;none;none;none;none;none;Kayra;n;Zurzeit arbeitet Kayra als Gummiarbeiterin.
6;47;Gummiarbeiterin;221;f;4;nan;Helfer;none;none;none;none;none;none;none;none;Lina;f;Zurzeit arbeitet Lina als Gummiarbeiterin.
5;43;Reifenbauer;221;m;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Der Reifenbauer flüstert seinem Date ein Kompliment zu.
5;43;Reifenbauerin;221;f;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Die Reifenbauerin flüstert ihrem Date ein Kompliment zu.
6;45;Reifenbauer;221;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Matteo;m;Matteo wurde kürzlich Reifenbauer.
6;45;Reifenbauer;221;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Nicola;n;Nicola wurde kürzlich Reifenbauer.
6;45;Reifenbauerin;221;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Nicola;n;Nicola wurde kürzlich Reifenbauerin.
6;45;Reifenbauerin;221;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Hannah;f;Hannah wurde kürzlich Reifenbauerin.
5;41;Autolackierer;222;m;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Der Autolackierer presst sein Date an sich.
5;41;Autolackiererin;222;f;1;nan;Fachkraefte;Date;romantic;n;4;nan;none;none;none;none;none;Die Autolackiererin presst ihr Date an sich.
6;46;Autolackierer;222;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Leon;m;Leon arbeitet als Autolackierer.
6;46;Autolackierer;222;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Lou;n;Lou arbeitet als Autolackierer.
6;46;Autolackiererin;222;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Lou;n;Lou arbeitet als Autolackiererin.
6;46;Autolackiererin;222;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Hannah;f;Hannah arbeitet als Autolackiererin.
5;38;Schreiner;223;m;1;nan;Fachkraefte;Partner;romantic;m;4;nan;none;none;none;none;none;Der Schreiner küsst seinen Partner.
5;38;Schreiner;223;m;1;nan;Fachkraefte;Partnerin;romantic;f;4;nan;none;none;none;none;none;Der Schreiner küsst seine Partnerin.
5;38;Schreinerin;223;f;1;nan;Fachkraefte;Partner;romantic;m;4;nan;none;none;none;none;none;Die Schreinerin küsst ihren Partner.
5;38;Schreinerin;223;f;1;nan;Fachkraefte;Partnerin;romantic;f;4;nan;none;none;none;none;none;Die Schreinerin küsst ihre Partnerin.
6;45;Schreiner;223;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Leon;m;Leon wurde kürzlich Schreiner.
6;45;Schreiner;223;m;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Kayra;n;Kayra wurde kürzlich Schreiner.
6;45;Schreinerin;223;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Kayra;n;Kayra wurde kürzlich Schreinerin.
6;45;Schreinerin;223;f;3;nan;Fachkraefte;none;none;none;none;none;none;none;none;Emma;f;Emma wurde kürzlich Schreinerin.
5;39;Tischler;223;m;1;nan;Fachkraefte;Freund;romantic;m;4;nan;none;none;none;none;none;Der Tischler liebt seinen Freund.
5;39;Tischler;223;m;1;nan;Fachkraefte;Freundin;romantic;f;4;nan;none;none;none;none;none;Der Tischler liebt seine Freundin.
5;39;Tischlerin;223;f;1;nan;Fachkraefte;Freund;romantic;m;4;nan;none;none;none;none;none;Die Tischlerin liebt ihren Freund.
5;39;Tischlerin;223;f;1;nan;Fachkraefte;Freundin;romantic;f;4;nan;none;none;none;none;none;Die Tischlerin liebt ihre Freundin.
6;44;Tischler;223;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Luca;m;Luca ist Tischler.
6;44;Tischler;223;m;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Kayra;n;Kayra ist Tischler.
6;44;Tischlerin;223;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Kayra;n;Kayra ist Tischlerin.
6;44;Tischlerin;223;f;2;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sophia;f;Sophia ist Tischlerin.
5;41;Papierfärber;231;m;1;nan;Fachkraefte;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Der Papierfärber presst seinen Liebhaber an sich.
5;41;Papierfärber;231;m;1;nan;Fachkraefte;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Der Papierfärber presst seine Liebhaberin an sich.
5;41;Papierfärberin;231;f;1;nan;Fachkraefte;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Die Papierfärberin presst ihren Liebhaber an sich.
5;41;Papierfärberin;231;f;1;nan;Fachkraefte;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Die Papierfärberin presst ihre Liebhaberin an sich.
6;48;Papierfärber;231;m;5;nan;Fachkraefte;none;none;none;none;none;none;none;none;Noah;m;Seit Jahren arbeitet Noah als Papierfärber.
6;48;Papierfärber;231;m;5;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Seit Jahren arbeitet Sascha als Papierfärber.
6;48;Papierfärberin;231;f;5;nan;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Seit Jahren arbeitet Sascha als Papierfärberin.
6;48;Papierfärberin;231;f;5;nan;Fachkraefte;none;none;none;none;none;none;none;none;Emma;f;Seit Jahren arbeitet Emma als Papierfärberin.
5;42;Werbegrafiker;232;m;1;nan;Spezialisten;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Der Werbegrafiker zieht seinen Liebhaber nah zu sich und sie küssen sich leidenschaftlich.
5;42;Werbegrafiker;232;m;1;nan;Spezialisten;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Der Werbegrafiker zieht seine Liebhaberin nah zu sich und sie küssen sich leidenschaftlich.
5;42;Werbegrafikerin;232;f;1;nan;Spezialisten;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Die Werbegrafikerin zieht ihren Liebhaber nah zu sich und sie küssen sich leidenschaftlich.
5;42;Werbegrafikerin;232;f;1;nan;Spezialisten;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Die Werbegrafikerin zieht ihre Liebhaberin nah zu sich und sie küssen sich leidenschaftlich.
6;48;Werbegrafiker;232;m;5;nan;Spezialisten;none;none;none;none;none;none;none;none;Luca;m;Seit Jahren arbeitet Luca als Werbegrafiker.
6;48;Werbegrafiker;232;m;5;nan;Spezialisten;none;none;none;none;none;none;none;none;Sascha;n;Seit Jahren arbeitet Sascha als Werbegrafiker.
6;48;Werbegrafikerin;232;f;5;nan;Spezialisten;none;none;none;none;none;none;none;none;Sascha;n;Seit Jahren arbeitet Sascha als Werbegrafikerin.
6;48;Werbegrafikerin;232;f;5;nan;Spezialisten;none;none;none;none;none;none;none;none;Mia;f;Seit Jahren arbeitet Mia als Werbegrafikerin.
5;43;Fotograf;233;m;1;nan;Fachkraefte;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Der Fotograf flüstert seinem Liebhaber ein Kompliment zu.
5;43;Fotograf;233;m;1;nan;Fachkraefte;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Der Fotograf flüstert seiner Liebhaberin ein Kompliment zu.
5;43;Fotografin;233;f;1;nan;Fachkraefte;Liebhaber;romantic;m;4;nan;none;none;none;none;none;Die Fotografin flüstert ihrem Liebhaber ein Kompliment zu.
5;43;Fotografin;233;f;1;nan;Fachkraefte;Liebhaberin;romantic;f;4;nan;none;none;none;none;none;Die Fotografin flüstert ihrer Liebhaberin ein Kompliment zu.
6;47;Fotograf;233;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Luca;m;Zurzeit arbeitet Luca als Fotograf.
6;47;Fotograf;233;m;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Zurzeit arbeitet Janne als Fotograf.
6;47;Fotografin;233;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Zurzeit arbeitet Janne als Fotografin.
6;47;Fotografin;233;f;4;nan;Fachkraefte;none;none;none;none;none;none;none;none;Hannah;f;Zurzeit arbeitet Hannah als Fotografin.
5;43;Buchdrucker;234;m;1;nan;Fachkraefte;Partner;romantic;m;4;nan;none;none;none;none;none;Der Buchdrucker flüstert seinem Partner ein Kompliment zu.
5;43;Buchdrucker;234;m;1;nan;Fachkraefte;Partnerin;romantic;f;4;nan;none;none;none;none;none;Der Buchdrucker flüstert seiner Partnerin ein Kompliment zu.
