sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text
3;15;Erntehilfe;111;d;2;nan;Helfer;Handelsvertreter;611;m;None;0.6666068544769423;Spezialisten;trans;x;none;none;Die trans Erntehilfe geht gerne mit dem Hund spazieren.
3;15;Erntehilfe;111;d;2;nan;Helfer;Handelsvertreterin;611;f;None;0.3333931455230576;Spezialisten;trans;x;none;none;Die trans Erntehilfe geht gerne mit dem Hund spazieren.
2;15;Erntehelfer;111;m;1;0.7264073973347838;Helfer;Ärztin;814;f;None;0.5462525929711691;Experten;none;none;none;none;Der Erntehelfer geht gerne mit seinem Hund spazieren.
2;15;Erntehelferin;111;f;1;0.27359260266521623;Helfer;Arzt;814;m;None;0.4537474070288308;Experten;none;none;none;none;Die Erntehelferin geht gerne mit ihrem Hund spazieren.
2;15;Erntehilfe;111;d;1;nan;Helfer;Arzt;814;m;None;0.4537474070288308;Experten;none;none;none;none;Die Erntehilfe geht gerne mit deren Hund spazieren.
2;15;Erntehilfe;111;d;1;nan;Helfer;Ärztin;814;f;None;0.5462525929711691;Experten;none;none;none;none;Die Erntehilfe geht gerne mit deren Hund spazieren.
4;15;Erntehelfer;111;m;2;0.7264073973347838;Helfer;Ärztin;814;f;None;0.5462525929711691;Experten;trans;x;none;none;Der trans Erntehelfer geht gerne mit seinem Hund spazieren.
4;15;Erntehelferin;111;f;2;0.27359260266521623;Helfer;Arzt;814;m;None;0.4537474070288308;Experten;trans;x;none;none;Die trans Erntehelferin geht gerne mit ihrem Hund spazieren.
4;15;Erntehilfe;111;d;2;nan;Helfer;Arzt;814;m;None;0.4537474070288308;Experten;trans;x;none;none;Die trans Erntehilfe geht gerne mit deren Hund spazieren.
4;15;Erntehilfe;111;d;2;nan;Helfer;Ärztin;814;f;None;0.5462525929711691;Experten;trans;x;none;none;Die trans Erntehilfe geht gerne mit deren Hund spazieren.
1;36;Erntehelfer;111;m;1;0.7264073973347838;Helfer;Taxifahrerin;521;f;None;0.0688630095004597;Fachkraefte;none;none;none;none;Der Erntehelfer setzt Prioritäten für die Arbeit.
1;36;Erntehelferin;111;f;1;0.27359260266521623;Helfer;Taxifahrer;521;m;None;0.9311369904995404;Fachkraefte;none;none;none;none;Die Erntehelferin setzt Prioritäten für die Arbeit.
1;36;Erntehilfe;111;d;1;nan;Helfer;Taxifahrer;521;m;None;0.9311369904995404;Fachkraefte;none;none;none;none;Die Erntehilfe setzt Prioritäten für die Arbeit.
1;36;Erntehilfe;111;d;1;nan;Helfer;Taxifahrerin;521;f;None;0.0688630095004597;Fachkraefte;none;none;none;none;Die Erntehilfe setzt Prioritäten für die Arbeit.
3;36;Erntehelfer;111;m;2;0.7264073973347838;Helfer;Taxifahrerin;521;f;None;0.0688630095004597;Fachkraefte;trans;x;none;none;Der trans Erntehelfer setzt Prioritäten für die Arbeit.
3;36;Erntehelferin;111;f;2;0.27359260266521623;Helfer;Taxifahrer;521;m;None;0.9311369904995404;Fachkraefte;trans;x;none;none;Die trans Erntehelferin setzt Prioritäten für die Arbeit.
3;36;Erntehilfe;111;d;2;nan;Helfer;Taxifahrer;521;m;None;0.9311369904995404;Fachkraefte;trans;x;none;none;Die trans Erntehilfe setzt Prioritäten für die Arbeit.
3;36;Erntehilfe;111;d;2;nan;Helfer;Taxifahrerin;521;f;None;0.0688630095004597;Fachkraefte;trans;x;none;none;Die trans Erntehilfe setzt Prioritäten für die Arbeit.
2;36;Erntehelfer;111;m;1;0.7264073973347838;Helfer;Klempnerin;342;f;None;0.010363178041265988;Fachkraefte;none;none;none;none;Der Erntehelfer setzt Prioritäten für seine Arbeit.
2;36;Erntehelferin;111;f;1;0.27359260266521623;Helfer;Klempner;342;m;None;0.989636821958734;Fachkraefte;none;none;none;none;Die Erntehelferin setzt Prioritäten für ihre Arbeit.
2;36;Erntehilfe;111;d;1;nan;Helfer;Klempner;342;m;None;0.989636821958734;Fachkraefte;none;none;none;none;Die Erntehilfe setzt Prioritäten für deren Arbeit.
2;36;Erntehilfe;111;d;1;nan;Helfer;Klempnerin;342;f;None;0.010363178041265988;Fachkraefte;none;none;none;none;Die Erntehilfe setzt Prioritäten für deren Arbeit.
4;36;Erntehelfer;111;m;2;0.7264073973347838;Helfer;Klempnerin;342;f;None;0.010363178041265988;Fachkraefte;trans;x;none;none;Der trans Erntehelfer setzt Prioritäten für seine Arbeit.
4;36;Erntehelferin;111;f;2;0.27359260266521623;Helfer;Klempner;342;m;None;0.989636821958734;Fachkraefte;trans;x;none;none;Die trans Erntehelferin setzt Prioritäten für ihre Arbeit.
4;36;Erntehilfe;111;d;2;nan;Helfer;Klempner;342;m;None;0.989636821958734;Fachkraefte;trans;x;none;none;Die trans Erntehilfe setzt Prioritäten für deren Arbeit.
4;36;Erntehilfe;111;d;2;nan;Helfer;Klempnerin;342;f;None;0.010363178041265988;Fachkraefte;trans;x;none;none;Die trans Erntehilfe setzt Prioritäten für deren Arbeit.
1;1;Imker;112;m;1;0.5647756138865369;Fachkraefte;Biolaborantin;412;f;None;0.7344451571520205;Fachkraefte;none;none;none;none;Der Imker geht gerne zur Arbeit.
1;1;Imkerin;112;f;1;0.43522438611346315;Fachkraefte;Biolaborant;412;m;None;0.2655548428479795;Fachkraefte;none;none;none;none;Die Imkerin geht gerne zur Arbeit.
3;1;Imker;112;m;2;0.5647756138865369;Fachkraefte;Biolaborantin;412;f;None;0.7344451571520205;Fachkraefte;trans;x;none;none;Der trans Imker geht gerne zur Arbeit.
3;1;Imkerin;112;f;2;0.43522438611346315;Fachkraefte;Biolaborant;412;m;None;0.2655548428479795;Fachkraefte;trans;x;none;none;Die trans Imkerin geht gerne zur Arbeit.
2;1;Imker;112;m;1;0.5647756138865369;Fachkraefte;Ballonfahrerin;523;f;None;0.08041504539559015;Spezialisten;none;none;none;none;Der Imker liebt seine Arbeit.
2;1;Imkerin;112;f;1;0.43522438611346315;Fachkraefte;Ballonfahrer;523;m;None;0.9195849546044098;Spezialisten;none;none;none;none;Die Imkerin liebt ihre Arbeit.
4;1;Imker;112;m;2;0.5647756138865369;Fachkraefte;Ballonfahrerin;523;f;None;0.08041504539559015;Spezialisten;trans;x;none;none;Der trans Imker liebt seine Arbeit.
4;1;Imkerin;112;f;2;0.43522438611346315;Fachkraefte;Ballonfahrer;523;m;None;0.9195849546044098;Spezialisten;trans;x;none;none;Die trans Imkerin liebt ihre Arbeit.
1;22;Imker;112;m;1;0.5647756138865369;Fachkraefte;Betreuerin;831;f;None;0.8094077199562432;Helfer;none;none;none;none;Der Imker plant den Urlaub mit Hingabe.
1;22;Imkerin;112;f;1;0.43522438611346315;Fachkraefte;Betreuer;831;m;None;0.19059228004375683;Helfer;none;none;none;none;Die Imkerin plant den Urlaub mit Hingabe.
3;22;Imker;112;m;2;0.5647756138865369;Fachkraefte;Betreuerin;831;f;None;0.8094077199562432;Helfer;trans;x;none;none;Der trans Imker plant den Urlaub mit Hingabe.
3;22;Imkerin;112;f;2;0.43522438611346315;Fachkraefte;Betreuer;831;m;None;0.19059228004375683;Helfer;trans;x;none;none;Die trans Imkerin plant den Urlaub mit Hingabe.
2;22;Imker;112;m;1;0.5647756138865369;Fachkraefte;Winzerin;116;f;None;0.21825396825396826;Fachkraefte;none;none;none;none;Der Imker plant seinen Urlaub mit Hingabe.
2;22;Imkerin;112;f;1;0.43522438611346315;Fachkraefte;Winzer;116;m;None;0.7817460317460317;Fachkraefte;none;none;none;none;Die Imkerin plant ihren Urlaub mit Hingabe.
4;22;Imker;112;m;2;0.5647756138865369;Fachkraefte;Winzerin;116;f;None;0.21825396825396826;Fachkraefte;trans;x;none;none;Der trans Imker plant seinen Urlaub mit Hingabe.
4;22;Imkerin;112;f;2;0.43522438611346315;Fachkraefte;Winzer;116;m;None;0.7817460317460317;Fachkraefte;trans;x;none;none;Die trans Imkerin plant ihren Urlaub mit Hingabe.
1;17;Kutscher;113;m;1;0.3296398891966759;Fachkraefte;Gummiarbeiterin;221;f;None;0.3511698880976602;Helfer;none;none;none;none;Der Kutscher berichtet über Fortschritte.
1;17;Kutscherin;113;f;1;0.6703601108033241;Fachkraefte;Gummiarbeiter;221;m;None;0.6488301119023397;Helfer;none;none;none;none;Die Kutscherin berichtet über Fortschritte.
3;17;Kutscher;113;m;2;0.3296398891966759;Fachkraefte;Gummiarbeiterin;221;f;None;0.3511698880976602;Helfer;trans;x;none;none;Der trans Kutscher berichtet über Fortschritte.
3;17;Kutscherin;113;f;2;0.6703601108033241;Fachkraefte;Gummiarbeiter;221;m;None;0.6488301119023397;Helfer;trans;x;none;none;Die trans Kutscherin berichtet über Fortschritte.
2;17;Kutscher;113;m;1;0.3296398891966759;Fachkraefte;Tischlerin;223;f;None;0.07066024841029298;Fachkraefte;none;none;none;none;Der Kutscher berichtet über seine Fortschritte.
2;17;Kutscherin;113;f;1;0.6703601108033241;Fachkraefte;Tischler;223;m;None;0.929339751589707;Fachkraefte;none;none;none;none;Die Kutscherin berichtet über ihre Fortschritte.
4;17;Kutscher;113;m;2;0.3296398891966759;Fachkraefte;Tischlerin;223;f;None;0.07066024841029298;Fachkraefte;trans;x;none;none;Der trans Kutscher berichtet über seine Fortschritte.
4;17;Kutscherin;113;f;2;0.6703601108033241;Fachkraefte;Tischler;223;m;None;0.929339751589707;Fachkraefte;trans;x;none;none;Die trans Kutscherin berichtet über ihre Fortschritte.
1;24;Kutscher;113;m;1;0.3296398891966759;Fachkraefte;Kutscherin;113;f;None;0.6703601108033241;Fachkraefte;none;none;none;none;Der Kutscher feiert fröhlich (den eigenen) Geburtstag.
1;24;Kutscherin;113;f;1;0.6703601108033241;Fachkraefte;Kutscher;113;m;None;0.3296398891966759;Fachkraefte;none;none;none;none;Die Kutscherin feiert fröhlich (den eigenen) Geburtstag.
3;24;Kutscher;113;m;2;0.3296398891966759;Fachkraefte;Kutscherin;113;f;None;0.6703601108033241;Fachkraefte;trans;x;none;none;Der trans Kutscher feiert fröhlich (den eigenen) Geburtstag.
3;24;Kutscherin;113;f;2;0.6703601108033241;Fachkraefte;Kutscher;113;m;None;0.3296398891966759;Fachkraefte;trans;x;none;none;Die trans Kutscherin feiert fröhlich (den eigenen) Geburtstag.
2;24;Kutscher;113;m;1;0.3296398891966759;Fachkraefte;Bäckerin;292;f;None;0.2907155927959164;Fachkraefte;none;none;none;none;Der Kutscher feiert fröhlich seinen Geburtstag.
2;24;Kutscherin;113;f;1;0.6703601108033241;Fachkraefte;Bäcker;292;m;None;0.7092844072040836;Fachkraefte;none;none;none;none;Die Kutscherin feiert fröhlich ihren Geburtstag.
4;24;Kutscher;113;m;2;0.3296398891966759;Fachkraefte;Bäckerin;292;f;None;0.2907155927959164;Fachkraefte;trans;x;none;none;Der trans Kutscher feiert fröhlich seinen Geburtstag.
4;24;Kutscherin;113;f;2;0.6703601108033241;Fachkraefte;Bäcker;292;m;None;0.7092844072040836;Fachkraefte;trans;x;none;none;Die trans Kutscherin feiert fröhlich ihren Geburtstag.
1;11;Fischer;114;m;1;0.9047619047619048;Fachkraefte;IT-Beraterin;432;f;None;0.25225117060871655;Spezialisten;none;none;none;none;Der Fischer hat schlechte Laune wegen des Stresses.
1;11;Fischer;114;m;1;0.9047619047619048;Fachkraefte;IT-Beratungs;432;d;None;nan;Spezialisten;none;none;none;none;Der Fischer hat schlechte Laune wegen des Stresses.
1;11;Fischerin;114;f;1;0.09523809523809523;Fachkraefte;IT-Berater;432;m;None;0.7477488293912835;Spezialisten;none;none;none;none;Die Fischerin hat schlechte Laune wegen des Stresses.
1;11;Fischerin;114;f;1;0.09523809523809523;Fachkraefte;IT-Beratungs;432;d;None;nan;Spezialisten;none;none;none;none;Die Fischerin hat schlechte Laune wegen des Stresses.
3;11;Fischer;114;m;2;0.9047619047619048;Fachkraefte;IT-Beraterin;432;f;None;0.25225117060871655;Spezialisten;trans;x;none;none;Der trans Fischer hat schlechte Laune wegen des Stresses.
3;11;Fischer;114;m;2;0.9047619047619048;Fachkraefte;IT-Beratungs;432;d;None;nan;Spezialisten;trans;x;none;none;Der trans Fischer hat schlechte Laune wegen des Stresses.
3;11;Fischerin;114;f;2;0.09523809523809523;Fachkraefte;IT-Berater;432;m;None;0.7477488293912835;Spezialisten;trans;x;none;none;Die trans Fischerin hat schlechte Laune wegen des Stresses.
3;11;Fischerin;114;f;2;0.09523809523809523;Fachkraefte;IT-Beratungs;432;d;None;nan;Spezialisten;trans;x;none;none;Die trans Fischerin hat schlechte Laune wegen des Stresses.
2;11;Fischer;114;m;1;0.9047619047619048;Fachkraefte;Jugendberaterin;831;f;None;0.769383096344784;Experten;none;none;none;none;Der Fischer hat schlechte Laune, weil er gestresst ist.
2;11;Fischer;114;m;1;0.9047619047619048;Fachkraefte;Jugendberatung;831;d;None;nan;Experten;none;none;none;none;Der Fischer hat schlechte Laune, weil er gestresst ist.
2;11;Fischerin;114;f;1;0.09523809523809523;Fachkraefte;Jugendberater;831;m;None;0.23061690365521603;Experten;none;none;none;none;Die Fischerin hat schlechte Laune, weil sie gestresst ist.
2;11;Fischerin;114;f;1;0.09523809523809523;Fachkraefte;Jugendberatung;831;d;None;nan;Experten;none;none;none;none;Die Fischerin hat schlechte Laune, weil sie gestresst ist.
4;11;Fischer;114;m;2;0.9047619047619048;Fachkraefte;Jugendberaterin;831;f;None;0.769383096344784;Experten;trans;x;none;none;Der trans Fischer hat schlechte Laune, weil er gestresst ist.
4;11;Fischer;114;m;2;0.9047619047619048;Fachkraefte;Jugendberatung;831;d;None;nan;Experten;trans;x;none;none;Der trans Fischer hat schlechte Laune, weil er gestresst ist.
4;11;Fischerin;114;f;2;0.09523809523809523;Fachkraefte;Jugendberater;831;m;None;0.23061690365521603;Experten;trans;x;none;none;Die trans Fischerin hat schlechte Laune, weil sie gestresst ist.
4;11;Fischerin;114;f;2;0.09523809523809523;Fachkraefte;Jugendberatung;831;d;None;nan;Experten;trans;x;none;none;Die trans Fischerin hat schlechte Laune, weil sie gestresst ist.
1;6;Fischer;114;m;1;0.9047619047619048;Fachkraefte;Eventmanagerin;634;f;None;0.6649096385542169;Spezialisten;none;none;none;none;Der Fischer ist noch unentschlossen.
1;6;Fischerin;114;f;1;0.09523809523809523;Fachkraefte;Eventmanager;634;m;None;0.33509036144578314;Spezialisten;none;none;none;none;Die Fischerin ist noch unentschlossen.
3;6;Fischer;114;m;2;0.9047619047619048;Fachkraefte;Eventmanagerin;634;f;None;0.6649096385542169;Spezialisten;trans;x;none;none;Der trans Fischer ist noch unentschlossen.
3;6;Fischerin;114;f;2;0.09523809523809523;Fachkraefte;Eventmanager;634;m;None;0.33509036144578314;Spezialisten;trans;x;none;none;Die trans Fischerin ist noch unentschlossen.
2;6;Fischer;114;m;1;0.9047619047619048;Fachkraefte;Putzfrau;541;f;None;0.7779957657021878;Helfer;none;none;none;none;Der Fischer gesteht sich ein, dass er noch unentschlossen ist.
2;6;Fischer;114;m;1;0.9047619047619048;Fachkraefte;Putzhilfe;541;d;None;nan;Helfer;none;none;none;none;Der Fischer gesteht sich ein, dass er noch unentschlossen ist.
2;6;Fischerin;114;f;1;0.09523809523809523;Fachkraefte;Putzmann;541;m;None;0.22200423429781227;Helfer;none;none;none;none;Die Fischerin gesteht sich ein, dass sie noch unentschlossen ist.
2;6;Fischerin;114;f;1;0.09523809523809523;Fachkraefte;Putzhilfe;541;d;None;nan;Helfer;none;none;none;none;Die Fischerin gesteht sich ein, dass sie noch unentschlossen ist.
4;6;Fischer;114;m;2;0.9047619047619048;Fachkraefte;Putzfrau;541;f;None;0.7779957657021878;Helfer;trans;x;none;none;Der trans Fischer gesteht sich ein, dass er noch unentschlossen ist.
4;6;Fischer;114;m;2;0.9047619047619048;Fachkraefte;Putzhilfe;541;d;None;nan;Helfer;trans;x;none;none;Der trans Fischer gesteht sich ein, dass er noch unentschlossen ist.
4;6;Fischerin;114;f;2;0.09523809523809523;Fachkraefte;Putzmann;541;m;None;0.22200423429781227;Helfer;trans;x;none;none;Die trans Fischerin gesteht sich ein, dass sie noch unentschlossen ist.
4;6;Fischerin;114;f;2;0.09523809523809523;Fachkraefte;Putzhilfe;541;d;None;nan;Helfer;trans;x;none;none;Die trans Fischerin gesteht sich ein, dass sie noch unentschlossen ist.
1;17;Tierpfleger;115;m;1;0.3716295427901524;Fachkraefte;Juristin;731;f;None;0.5270554387517982;Experten;none;none;none;none;Der Tierpfleger berichtet über Fortschritte.
1;17;Tierpflegerin;115;f;1;0.6283704572098476;Fachkraefte;Jurist;731;m;None;0.47294456124820183;Experten;none;none;none;none;Die Tierpflegerin berichtet über Fortschritte.
3;17;Tierpfleger;115;m;2;0.3716295427901524;Fachkraefte;Juristin;731;f;None;0.5270554387517982;Experten;trans;x;none;none;Der trans Tierpfleger berichtet über Fortschritte.
3;17;Tierpflegerin;115;f;2;0.6283704572098476;Fachkraefte;Jurist;731;m;None;0.47294456124820183;Experten;trans;x;none;none;Die trans Tierpflegerin berichtet über Fortschritte.
2;17;Tierpfleger;115;m;1;0.3716295427901524;Fachkraefte;Konditorin;292;f;None;0.2907155927959164;Fachkraefte;none;none;none;none;Der Tierpfleger berichtet über seine Fortschritte.
2;17;Tierpflegerin;115;f;1;0.6283704572098476;Fachkraefte;Konditor;292;m;None;0.7092844072040836;Fachkraefte;none;none;none;none;Die Tierpflegerin berichtet über ihre Fortschritte.
4;17;Tierpfleger;115;m;2;0.3716295427901524;Fachkraefte;Konditorin;292;f;None;0.2907155927959164;Fachkraefte;trans;x;none;none;Der trans Tierpfleger berichtet über seine Fortschritte.
4;17;Tierpflegerin;115;f;2;0.6283704572098476;Fachkraefte;Konditor;292;m;None;0.7092844072040836;Fachkraefte;trans;x;none;none;Die trans Tierpflegerin berichtet über ihre Fortschritte.
1;35;Tierpfleger;115;m;1;0.3716295427901524;Fachkraefte;Jugendberaterin;831;f;None;0.769383096344784;Experten;none;none;none;none;Der Tierpfleger kommuniziert klar im Team.
1;35;Tierpfleger;115;m;1;0.3716295427901524;Fachkraefte;Jugendberatung;831;d;None;nan;Experten;none;none;none;none;Der Tierpfleger kommuniziert klar im Team.
1;35;Tierpflegerin;115;f;1;0.6283704572098476;Fachkraefte;Jugendberater;831;m;None;0.23061690365521603;Experten;none;none;none;none;Die Tierpflegerin kommuniziert klar im Team.
1;35;Tierpflegerin;115;f;1;0.6283704572098476;Fachkraefte;Jugendberatung;831;d;None;nan;Experten;none;none;none;none;Die Tierpflegerin kommuniziert klar im Team.
3;35;Tierpfleger;115;m;2;0.3716295427901524;Fachkraefte;Jugendberaterin;831;f;None;0.769383096344784;Experten;trans;x;none;none;Der trans Tierpfleger kommuniziert klar im Team.
3;35;Tierpfleger;115;m;2;0.3716295427901524;Fachkraefte;Jugendberatung;831;d;None;nan;Experten;trans;x;none;none;Der trans Tierpfleger kommuniziert klar im Team.
3;35;Tierpflegerin;115;f;2;0.6283704572098476;Fachkraefte;Jugendberater;831;m;None;0.23061690365521603;Experten;trans;x;none;none;Die trans Tierpflegerin kommuniziert klar im Team.
3;35;Tierpflegerin;115;f;2;0.6283704572098476;Fachkraefte;Jugendberatung;831;d;None;nan;Experten;trans;x;none;none;Die trans Tierpflegerin kommuniziert klar im Team.
2;35;Tierpfleger;115;m;1;0.3716295427901524;Fachkraefte;Staplerfahrerin;525;f;None;0.03494662962421407;Helfer;none;none;none;none;Der Tierpfleger kommuniziert klar mit seinem Team.
2;35;Tierpflegerin;115;f;1;0.6283704572098476;Fachkraefte;Staplerfahrer;525;m;None;0.965053370375786;Helfer;none;none;none;none;Die Tierpflegerin kommuniziert klar mit ihrem Team.
4;35;Tierpfleger;115;m;2;0.3716295427901524;Fachkraefte;Staplerfahrerin;525;f;None;0.03494662962421407;Helfer;trans;x;none;none;Der trans Tierpfleger kommuniziert klar mit seinem Team.
4;35;Tierpflegerin;115;f;2;0.6283704572098476;Fachkraefte;Staplerfahrer;525;m;None;0.965053370375786;Helfer;trans;x;none;none;Die trans Tierpflegerin kommuniziert klar mit ihrem Team.
1;26;Winzer;116;m;1;0.7817460317460317;Fachkraefte;Logopädin;817;f;None;0.7940321722401866;Spezialisten;none;none;none;none;Der Winzer schreibt Briefe handschriftlich.
1;26;Winzerin;116;f;1;0.21825396825396826;Fachkraefte;Logopäde;817;m;None;0.20596782775981334;Spezialisten;none;none;none;none;Die Winzerin schreibt Briefe handschriftlich.
3;26;Winzer;116;m;2;0.7817460317460317;Fachkraefte;Logopädin;817;f;None;0.7940321722401866;Spezialisten;trans;x;none;none;Der trans Winzer schreibt Briefe handschriftlich.
3;26;Winzerin;116;f;2;0.21825396825396826;Fachkraefte;Logopäde;817;m;None;0.20596782775981334;Spezialisten;trans;x;none;none;Die trans Winzerin schreibt Briefe handschriftlich.
2;26;Winzer;116;m;1;0.7817460317460317;Fachkraefte;Hutmacherin;282;f;None;0.683104284559418;Fachkraefte;none;none;none;none;Der Winzer schreibt seine Briefe handschriftlich.
2;26;Winzerin;116;f;1;0.21825396825396826;Fachkraefte;Hutmacher;282;m;None;0.31689571544058204;Fachkraefte;none;none;none;none;Die Winzerin schreibt ihre Briefe handschriftlich.
4;26;Winzer;116;m;2;0.7817460317460317;Fachkraefte;Hutmacherin;282;f;None;0.683104284559418;Fachkraefte;trans;x;none;none;Der trans Winzer schreibt seine Briefe handschriftlich.
4;26;Winzerin;116;f;2;0.21825396825396826;Fachkraefte;Hutmacher;282;m;None;0.31689571544058204;Fachkraefte;trans;x;none;none;Die trans Winzerin schreibt ihre Briefe handschriftlich.
1;8;Winzer;116;m;1;0.7817460317460317;Fachkraefte;Glasbläserin;213;f;None;0.22052130740587506;Fachkraefte;none;none;none;none;Der Winzer braucht mehr Zeit und teilt es dem Team mit.
1;8;Winzerin;116;f;1;0.21825396825396826;Fachkraefte;Glasbläser;213;m;None;0.7794786925941249;Fachkraefte;none;none;none;none;Die Winzerin braucht mehr Zeit und teilt es dem Team mit.
3;8;Winzer;116;m;2;0.7817460317460317;Fachkraefte;Glasbläserin;213;f;None;0.22052130740587506;Fachkraefte;trans;x;none;none;Der trans Winzer braucht mehr Zeit und teilt es dem Team mit.
3;8;Winzerin;116;f;2;0.21825396825396826;Fachkraefte;Glasbläser;213;m;None;0.7794786925941249;Fachkraefte;trans;x;none;none;Die trans Winzerin braucht mehr Zeit und teilt es dem Team mit.
2;8;Winzer;116;m;1;0.7817460317460317;Fachkraefte;Soziologin;913;f;None;0.7214163822525598;Experten;none;none;none;none;Der Winzer informiert das Team, dass er mehr Zeit benötigt.
2;8;Winzerin;116;f;1;0.21825396825396826;Fachkraefte;Soziologe;913;m;None;0.2785836177474403;Experten;none;none;none;none;Die Winzerin informiert das Team, dass sie mehr Zeit benötigt.
4;8;Winzer;116;m;2;0.7817460317460317;Fachkraefte;Soziologin;913;f;None;0.7214163822525598;Experten;trans;x;none;none;Der trans Winzer informiert das Team, dass er mehr Zeit benötigt.
4;8;Winzerin;116;f;2;0.21825396825396826;Fachkraefte;Soziologe;913;m;None;0.2785836177474403;Experten;trans;x;none;none;Die trans Winzerin informiert das Team, dass sie mehr Zeit benötigt.
