Bezeichnung;Code
Kinderkrankenschwester/-pfleger - Psychiatrie	;81323
Kinderkrankenschwester/-pfleger - Rehabilitation	;81323
Kindermädchen	;83111
Kindermusikschullehrer/in	;84414
Kinderpflegehelfer/in	;83111
Kinderpfleger/in	;83112
Kinderpsychologe/-psychologin	;81624
Kinderpsychotherapeut/in	;81634
Kindertagesstättenhelfer/in	;83111
Kindertagesstättenleiter/in	;83193
Kindertanzlehrer/in	;84533
Kindheitspädagoge/-pädagogin	;91334
Kinesiologe/Kinesiologin	;81753
Kinokassierer/in	;62101
Kiosk-/Imbissverkäufer/in	;62301
Kioskverkäufer/in	;62301
Kipperfahrer/in	;52122
KI-Prompter	;43104
Kirchenfenstermaler/in	;93422
Kirchenküster/in	;83382
Kirchenmaler/in	;33212
Kirchenmusiker/in	;94114
Kirchenpfleger/in	;73282
Kirchenrechnungsführer/in	;72213
Kistentischler/in	;22342
Kitesurflehrer/in	;84583
Kläranlagenarbeiter/in	;34312
Kläranlagenwärter/in	;34312
Klarierungsmakler/in	;51653
Klarinettenbauer/in	;93622
Klarinettenlehrer/in	;84414
Klärmeister/in	;34393
Klärwerkfacharbeiter/in	;34312
Klass. Philologe/Philologin (Uni)	;91174
Klassenlehrer/in - Waldorfschulen	;84124
Klassische/r Archäologe/Archäologin	;91234
Klassische/r Tänzer/in	;94224
Klauenpfleger/in	;11213
Klavier- u. Harmoniumbauer/in	;93642
Klavier- und Cembalobauer/in - Cembalobau	;93642
Klavier- und Cembalobauer/in - Klavierbau	;93642
Klavier- und Cembalobauer/in - Restaurator/in	;93643
Klavier- und Cembalointoneur/in	;93642
Klavier- und Cembalolehrer/in	;84414
Klavier-/Cembalobauermeister/in/B. Prof. Klavier-/CembaloHw.	;93693
Klavierbauer/in	;93642
Klavierbauermeister/in	;93693
Klavierbautechniker/in	;93643
Klavierfacharbeiter/in	;93642
Klavierlehrer/in	;84414
Klavierpädagoge/-pädagogin	;84414
Klavierspieler/in	;94114
Klavierstimmer/in	;93642
Klaviertischler/in	;22342
Klebeabdichter/in	;33232
Klebefachkraft	;22182
Klebepraktiker/in	;22182
Klebetechniker/in	;22183
Klebfachingenieur/in	;22184
Klebstoffzubereiter/in (Verpackungsmittelherstellung)	;23122
Kleiderbügler/in	;54101
Kleiderhefter/in	;28221
Kleiderkammerverwalter/in	;94623
Kleiderreiniger/in	;54132
Kleiderstopfer/in	;28122
Kleidungsfacharbeiter/in - Kleidungsherstellung	;28222
Kleidungsfacharbeiter/in - Mützenherstellung	;28222
Kleidungsfacharbeiter/in - Schirmherstellung	;28232
Kleinbaggerführer/in	;52522
Kleindarsteller/in	;94283
Kleinformer/in	;24142
Kleingerätevorpolierer/in	;24222
Kleinklassenlehrer/in (Waldorfschule)	;84124
Kleinoffsetdrucker/in	;23412
Kleinpflasterleger/in	;32212
Kleinschmied/in	;24412
Kleinteiledreher/in	;24232
Kleintierpfleger/in	;11522
Kleintierzüchter/in	;11282
Kleinuhrenmacher/in	;24532
Klempner- u. Installateurmeister/in	;34293
Klempner- und Installateurhelfer/in	;34201
Klempner/in	;34202
Klempner/in und Installateur/in	;34212
Klempnerhelfer/in	;34201
Klempnermeister/in/B. Prof. Klempner-Handwerk	;34293
Klima- u. Lüftungsanlagenmaschinist/in	;34212
Klima- u. Lüftungsanlagenwärter/in	;34212
Klimaanlagenbauerhelfer/in	;34201
Klimaanlageninstallateur/in	;34212
Klimaanlagenmechaniker/in	;34212
Klimaforscher/in	;42144
Klimaingenieur/in	;34214
Klimaschutzmanager/in	;42314
Klimatechniker/in	;34213
Klimatologe/Klimatologin	;42144
Klin. Linguist/in/Dipl.-Patholinguist/in (Uni)	;81734
Klingenschmied/in	;24522
Klinikreferent/in	;81883
Klinisch-chemische/r Assistent/in	;81212
Klinisch-chemische/r Fachassistent/in	;81213
Klinische Kodierfachkraft	;73342
Klinische/r Chemiker/in	;41284
Klinische/r Kunsttherapeut/in und Gestaltungstherapeut/in	;81744
Klinische/r Linguist/in	;81734
Klinische/r Monitor/in (CRA)	;81884
Klinische/r Musiktherapeut/in	;81744
Klinische/r Neuropsychologe/-psychologin	;81624
Klinische/r Psychologe/Psychologin	;81624
Klinische/r Psychotherapeut/in	;81634
Klinische/r Sprechwissenschaftler/in	;81734
Klinkermaurer/in	;32152
Klischeehersteller/in	;23212
Klöppler/in	;28122
Klubleiter/in	;83123
Knappe (Erzbergbau)	;21112
Knappe (Stein- und Pechkohlenbergbau)	;21112
Kneippbademeister/in	;81712
Knopf-, Knopflochnäher/in	;28222
Knopfmacher/in	;22382
Knoter/in (Nopper/in)	;28122
Koch/Köchin	;29302
Koch/Köchin im Zugrestaurant	;29302
Koch/Köchin in Feinkostbetrieben	;29302
Kochassistent/in	;29301
Kochcommis	;29302
Kochgehilfe/-gehilfin	;29302
Kochmaat	;29302
Kochmamsell	;29302
Köderfischzüchter/in	;11412
Kodierer/in	;71442
Koffermacher/in	;28322
Kofferträger/in	;51321
Kognitionswissenschaftler/in	;81614
Kohlbauer/-bäuerin	;11182
Kohlensäurekernmacher/in	;24142
Kohlepetrologe/-petrologin	;42124
Köhler/in	;11711
Kohleveredlungstechniker/in	;21213
Kokereiarbeiter/in	;21201
Kokillengießer/in	;24132
Kokillengussmechaniker/in	;24132
Kokillenspritzer/in	;24132
Koksausdrückmaschinist/in	;21212
Kolbendreher/in	;24232
Kollegstufenbetreuer/in	;84184
Kollektionsgestalter/in	;28213
Kolonnenarbeiter/in (Landwirtschaft)	;11101
Kolonnenführer/in - Ausbau	;33393
Kolonnenführer/in (Landarbeit)	;11193
Komiker/in	;94313
Kommandant/in (Ziviler Luftverkehr)	;52314
Kommissionierer/in	;51312
Kommunikationsassistent/in	;71402
Kommunikationsberater/in (Psychologe/Psychologin)	;81614
Kommunikationsdesigner/in	;23224
Kommunikationsdesigner/in (Berufsfachschule)	;23222
Kommunikationselektroniker/in	;26312
Kommunikationselektroniker/in - Aufnahmestudio (Funktechnik)	;26312
Kommunikationselektroniker/in - Dokumentation (Funktechnik)	;73332
Kommunikationselektroniker/in - Funksysteme (Funktechnik)	;26312
Kommunikationselektroniker/in - Funktechnik	;26312
Kommunikationselektroniker/in - Geräte/Anlag.(Meß/Steuer/R.)	;26312
Kommunikationselektroniker/in - Großrechenanlagen (IT)	;26312
Kommunikationselektroniker/in - IC-Fertigung (IT)	;26322
Kommunikationselektroniker/in - Informationstechnik	;26312
Kommunikationselektroniker/in - Prüffeld (Funktechnik)	;26312
Kommunikationselektroniker/in - Prüffeld (IT)	;26312
Kommunikationselektroniker/in - Rundfunkanst.(Funktechnik)	;26312
Kommunikationselektroniker/in - Service (Funktechnik)	;26312
Kommunikationselektroniker/in - Service/Reparatur (IT)	;26312
Kommunikationselektroniker/in - Techn.Informa-/Dokumentation	;73332
Kommunikationselektroniker/in - Telekommunikationstechnik	;26312
Kommunikationselektronikerhelfer/in	;26301
Kommunikationsfachmann/-frau	;92203
Kommunikationsforscher/in	;91244
Kommunikationsgestalter/in	;23223
Kommunikationspsychologe/-psychologin	;81614
Kommunikationstechniker/in	;26313
Kommunikationstechnikkonstrukteur/in	;26313
Kommunikationstechnische/r Assistent/in	;26312
Kommunikationstrainer/in	;84404
Kommunikationswirt/in	;92203
Kommunikationswissenschaftler/in	;91244
Komparse/Komparsin	;94283
Komponentenentwickler/in	;26313
Komponist/in	;94144
Kompressorenwärter/in	;25122
Kompressormaschinist/in	;25122
Kondensatorreiniger/in	;54142
Kondensmilchsieder/in	;29252
Konditions- und Fitnesstrainer/in	;84553
Konditionstrainer/in - (Tennis)	;84543
Konditor/in	;29222
Konditoreifachverkäufer/in	;62312
Konditoreiverkäufer/in	;62312
Konditorhelfer/in	;29201
Konditormeister/in/B. Prof. Konditor-Handwerk	;29293
Konditor-Patissier/Patissière	;29222
Konfektionsnäher/in	;28222
Konfektmacher/in	;29262
Konferenzdolmetscher/in	;71424
Konferenzübersetzer/in	;71424
Konfigurationsmanager/in	;27304
Konfliktberater/in	;83154
Konfliktmanager/in	;83154
Konjunkturforscher/in	;91484
Konkurrenzforscher/in	;91344
Konrektor/in (an allgemeinbildenden Schulen)	;84194
Konservator/in	;94714
Konservenarbeiter/in	;29201
Konserventechniker/in	;29283
Konservierungsgutfroster/in	;29282
Konservierungsgutkocher/in	;29282
Konservierungsguttrockner, -erhitzer/in	;29282
Konservierungsgutzurichter/in	;29282
Konservierungsmaschinenführer/in	;29282
Konsortialreferent/in	;72144
Konstrukteur/in	;27223
Konstrukteur/in - Chemie-/Verfahrenstechnik	;41313
Konstrukteur/in - Elektrotechnik	;26303
Konstrukteur/in - Energietechnik	;26233
Konstrukteur/in - Hydraulik-/Pneumatiktechnik	;25183
Konstrukteur/in - Karosserie-/Fahrzeugbautechnik	;25213
Konstrukteur/in - Kommunikationstechnik	;26313
Konstrukteur/in - Maschinen-/Anlagentechnik	;25103
Konstrukteur/in - Maschinenbau	;25103
Konstrukteur/in - Modellbaumechanik	;27283
Konstrukteur/in - Schiffbau	;25243
Konstrukteur/in - Schloss-/Schlüsselherstellung	;24413
Konstrukteur/in - Steuerungs- u. Automatisierungstechnik	;26123
Konstrukteur/in - Steuerungstechnik	;26123
Konstrukteur/in - Werkzeugmaschinenbau/Formentechnik	;24523
Konstruktionsbautechniker/in	;27223
Konstruktionsingenieur/in	;27224
Konstruktionsingenieur/in - Chemie	;27224
Konstruktionsingenieur/in - Elektro	;27224
Konstruktionsingenieur/in - Metall/Maschinen/-Fahrzeugbau	;27224
Konstruktionsingenieur/in - Textil	;27224
Konstruktionsmechaniker/in	;24412
Konstruktionsmechaniker/in - Ausrüstungstechnik	;25102
Konstruktionsmechaniker/in - Feinblechbautechnik	;34202
Konstruktionsmechaniker/in - Metall- und Schiffbautechnik	;24412
Konstruktionsmechaniker/in - Schweißtechnik	;24422
Konstruktionsmitarbeiter/in (Medizintechnik)	;27223
Konstruktionsschlosser/in	;24412
Konstruktionsschweißer/in	;24422
Konstruktionsschweißer/in - Teilefertigung (Vormontage)	;24422
Konstruktionstechniker/in	;27223
Konstruktionstechniker/in - Blechverarbeitungstechnik	;27223
Konstruktionstechniker/in - Feinwerktechnik	;27223
Konstruktionstechniker/in - Flugzeugbau	;27223
Konstruktionstechniker/in - Konstruktionsinformatik	;27223
Konstruktionstechniker/in - Kraftfahrzeugtechnik	;27223
Konstruktionstechniker/in - Maschinenbau	;27223
Konstruktionstechniker/in - Maschinenbau/Qualitätstechnik	;27223
Konstruktionstechniker/in - Rolladen- u. Jalousiebau	;27223
Konstruktionstechniker/in - Verfahrens-/Umweltschutztechnik	;27223
Konstruktionszeichner/in	;27212
Konsumforscher/in	;91344
Kontakter/in	;92113
Kontaktierer/in	;26301
Kontaktlinsenanpasser/in	;82522
Kontensachbearbeiter/in	;72212
Kontenverwalter/in	;72112
Kontokorrentbuchhalter/in	;72213
Kontorist/in	;71402
Kontrabassbauer/in	;93612
Kontrabasslehrer/in	;84414
Kontrolleur/in - Feuerlöscher	;25132
Kontrolleur/in (Fotolabor/Fotofinishing)	;27312
Kontrolleur/in (Schuhindustrie)	;27312
Kontrollkraft gem. § 8 LuftSiG	;53111
Kontrollkraft gem. § 9 LuftSiG	;53111
Kontrollkraft gem. § 9a LuftSiG	;53111
Kontrollleiter/in (Arzneimittel)	;41324
Kontrollmechaniker/in (Feinmechanik)	;27312
Kontrollmechaniker/in (Maschinenbau)	;27312
Konvertermann/-frau	;24112
Konzertagent/in	;63404
Konzertdirigent/in	;94134
Konzertinabauer/in	;93682
Konzertmeister/in (Streicher)	;94114
Konzertsänger/in	;94124
Konzertunternehmer/in	;94494
Konzertvermittler/in	;63404
Kooperationsmanager/in	;71314
Koordinator/in - EDV	;43323
Koordinator/in - Gymnasium (Uni)	;84184
Kopfschlächter/in	;29232
Kopierbankdreher/in	;24232
Kopierdreher/in	;24232
Kopierer/in (Filmkopienfertigung)	;23312
Kopierfräser/in	;24232
Kopiergerätetechniker/in	;26312
Kopierstraßenbediener/in (Filmkopienfertigung)	23312
Korb- und Flechtwerker/in (§66 BBiG/§42m HWO)	22352
Korb- und Möbelflechter/in	22352
Korb-/Flechtwerkgestaltermeister/in/B. Prof. Korb/Flecht.Hw.	22393
Korbflechter/in	22352
Korbflechtermeister/in	22393
Korbmacher/in	22352
Korbmacher/in - Korbmöbelbau	22352
Korbmacher/in - Korbwarenherstellung	22352
Korbmachermeister/in	22393
Korbmöbelflechter/in	22352
Korbwarenmacher/in	22352
Kordelmacher/in	28122
Koreanist/in	91164
Korkmacher/in	22312
Korkmaschinenarbeiter/in (Korkmacher/in)	22312
Korrektor/in	71442
Korrekturleser/in	71442
Korrekturlithograf/in	23212
Korrepetitor/in	94184
Korrespondent/in	92414
Korrosionsschützer/in	33212
Korrosionsschutzfacharbeiter/in	33212
Korrosionsschutzfacharbeiter/in - Anstrichstoffbeschichtung	33212
Korrosionsschutzfacharbeiter/in - Metallische Beschichtung	24302
Korrosionsschutzingenieur/in	24304
Korrosionsschutztechniker/in	24303
Kosmetikberater/in	62412
Kosmetiker/in	82322
Kosmetikermeister/in/B. Prof. Kosmetiker-Handwerk	82393
Kosmetikfachverkäufer/in	62412
Kosmetiklaborant/in	41322
Kosmetikverkäufer/in	62412
Kosmetologe/Kosmetologin	84214
Kostenabrechner/in	72223
Kostenanalytiker/in	72224
Kostenplaner/in	72224
Kostenrechner/in	72223
Kostenstellenrechner/in	72223
Kostenträgerrechner/in	72223
Koster/in	29152
Kostümberater/in	94613
Kostümbild-Assistent/in	94612
Kostümbildner/in	94614
Kostümdesigner/in	94614
Kostümfundusbetreuer/in	94623
Kostümschneider/in	28222
Kostümschuhmacher/in	28332
Krabbenfischer/in	11422
Kraftfahrlehrer/in	84513
Kraftfahrsachverständige/r	25214
Kraftfahrzeugbetriebsleiter/in	51593
Kraftfahrzeugbetriebswirt/in (Fachschule)	61283
Kraftfahrzeug-Einsatzleiter/in	51593
Kraftfahrzeugelektriker/in	26332
Kraftfahrzeugelektriker/in - allgemeine Reparaturen	26332
Kraftfahrzeugelektriker/in - Einspritzaggregate	26332
Kraftfahrzeugelektriker/in Zündung/Vergaser/Motor	26332
Kraftfahrzeugelektrikerhelfer/in	25201
Kraftfahrzeugelektrikermeister/in	26393
Kraftfahrzeug-Elektromechaniker/in	26332
Kraftfahrzeugelektroniker/in	26332
Kraftfahrzeugführer/in - Ver- und Entsorgung	52122
Kraftfahrzeugführer/in von Baufahrzeugen	52122
Kraftfahrzeug-Industriemeister/in	51593
Kraftfahrzeugingenieur/in	25214
Kraftfahrzeuginstandsetzer/in	25212
Kraftfahrzeuginstandsetzerhelfer/in	25201
Kraftfahrzeug-Kundendiensttechniker/in	25212
Kraftfahrzeuglackierer/in	22212
Kraftfahrzeuglackierermeister/in	22293
Kraftfahrzeugmechaniker/in	25212
Kraftfahrzeugmechaniker/in - Kraftradinstandhaltung	25212
Kraftfahrzeugmechaniker/in - Nutzkraftwageninstandhaltung	25212
Kraftfahrzeugmechaniker/in - Personenkraftwageninstandhalt.	25212
Kraftfahrzeugmechanikerhelfer/in	25201
Kraftfahrzeugmechanikermeister/in	25293
Kraftfahrzeugmechatroniker/in - Fahrzeugkommunikationstechn.	26332
Kraftfahrzeugmechatroniker/in - Karosserietechnik	25212
Kraftfahrzeugmechatroniker/in - Motorradtechnik	25252
Kraftfahrzeugmechatroniker/in - Nutzfahrzeugtechnik	25212
Kraftfahrzeugmechatroniker/in - Personenkraftwagentechnik	25212
Kraftfahrzeugmechatroniker/in - System- und Hochvolttechnik	25212
Kraftfahrzeugmeister/in	25293
Kraftfahrzeugmotorenbauer/in	25212
Kraftfahrzeugmotoreninstandsetzer/in	25212
Kraftfahrzeugmotorenmechaniker/in	25212
Kraftfahrzeugmotorenschlosser/in	25212
Kraftfahrzeugsachverständige/r	25214
Kraftfahrzeugschlosser/in (Instandsetzung)	25212
Kraftfahrzeugschlosserhelfer/in	25201
Kraftfahrzeugschlossermeister/in	25293
Kraftfahrzeug-Service-Assistent/in	25212
Kraftfahrzeugservicemechaniker/in	25212
Kraftfahrzeug-Servicetechniker/in	25212
Kraftfahrzeugsystemmechaniker/in	25212
Kraftfahrzeugtechnik-Betriebsmanager/in	25293
Kraftfahrzeugtechniker/in	25213
Kraftfahrzeugtechnikermeister/in/B. Prof. Kfz.techniker-Hw.	25293
Kraftfahrzeugwäscher/in	54101
Kraftfahrzeugwerkstattgehilfe/-gehilfin	25201
Kraftfahrzeugwerkstattleiter/in	25293
Kraftmaschinenwärter/in	26232
Kraftradmechaniker/in	25252
Kraftverkehrsmeister/in	51593
Kraftwagenfahrer/in (Güterverkehr)	52122
Kraftwerker/in	26233
Kraftwerker/in - Maschinentechnik	26233
Kraftwerkfacharbeiter/in	26232
Kraftwerkingenieur/in (FS) - Kraftwerke	26233
Kraftwerkmaschinist/in	26232
Kraftwerksingenieur/in	26234
Kraftwerksmechaniker/in	26232
Kraftwerksmeister/in - Bereich Verfahrenstechnik	26293
Kraftwerksmeister/in - Betrieb u.Instandhaltung	26293
Kraftwerksmeister/in - Elektrotechnik,Leittechnik	26293
Kraftwerksmeister/in - Maschinentechnik	26293
Kraftwerksmeister/in - Maschinentechnik/Kerntechnik	26293
Kraftwerksmeister/in - Produktion	26293
Kraftwerksmeister/in - Produktion Elektrotechnik/Leittechnik	26293
Kraftwerksmeister/in - Strahlenschutz	42333
Kranbauschlosser/in	25222
Kranfahrer/in	52532
Kranführer/in	52532
Kranken- und Altenpflegehelfer/in	81301
Krankengymnast/in	81713
Krankenhausapotheker/in	81804
Krankenhausfürsorger/in	82213
Krankenhausmanager/in	73223
Krankenhauspsychologe/-psychologin	81624
Krankenhaussekretär/in	73222
Krankenkassenbetriebswirt/in (Fachschule)	73213
Krankenkassenfachwirt/in	73213
Krankenpflegefachwirt/in	73223
Krankenpflegehelfer/in	81301
Krankenpflegehelfer/in - Behindertenpflege	81301
Krankenpflegelehrkraft	84213
Krankenpflegeleiter/in	81394
Krankenschwester/-pfleger	81302
Krankenschwester/-pfleger - Anästhesie	81313
Krankenschwester/-pfleger - Endoskopie	81313
Krankenschwester/-pfleger - Geriatrie	81313
Krankenschwester/-pfleger - Hygiene	53323
Krankenschwester/-pfleger - Intensivmedizin	81313
Krankenschwester/-pfleger - Intensivpflege	81313
Krankenschwester/-pfleger - Intensivpflege und Anästhesie	81313
Krankenschwester/-pfleger - Nachtwache	81302
Krankenschwester/-pfleger - Nephrologie	81313
Krankenschwester/-pfleger - Onkologie	81313
Krankenschwester/-pfleger - Operationsdienst	81313
Krankenschwester/-pfleger - Psychiatrie	81313
Krankenschwester/-pfleger - Rehabilitation	81313
Krankenträger/in	81341
Krankentransporteur/in	52182
Krankenversicherungsagent/in	72133
Krankenversicherungsangestellte/r	72132
Krankenversicherungsantragsbearbeiter/in	72132
Krankenversicherungsberater/in	72133
Krankenversicherungsbetriebswirt/in (Hochschule)	73214
Krankenversicherungsdirektor/in	72194
Krankenversicherungsfachmann/-frau	72132
Krankenversicherungsinspektor/in	72133
Krankenversicherungskalkulator/in	72224
Krankenversicherungskaufmann/-frau	72132
Krankenversicherungsorganisator/in	72134
Krankenversicherungsprüfer/in	72133
Krankenversicherungsrevisor/in	72244
Krankenversicherungssachbearbeiter/in	72132
Krankenversicherungsspezialist/in	72133
Krankenversicherungsvertragsverwalter/in	72132
Krankenversicherungsvertreter/in	72133
Krankenwagenbegleiter/in	81341
Krankenwagenfahrer/in	52182
Kranmaschinist/in	52532
Kranmonteur/in	25222
Kranschlosser/in	25222
Kranwagenfahrer/in	52532
Kranwärter/in	52532
Kranzbinder/in	12202
Krautbauer/-bäuerin	11182
Kräutersammler/in	11742
Krawattennäher/in	28222
Kreativ-Direktor/in	23294
Kreativitätspädagoge/-pädagogin	84434
Kreativitätstrainer/in	84434
Kreditanalyst/in	72144
Kreditberater/in	72113
Kreditbetreuer/in	72113
Kreditfachmann/-frau	72113
Kreditkaufmann/-frau	72113
Kreditkundenberater/in	72113
Kreditmanager/in	72113
Kreditorenbuchhalter/in	72213
Kreditprüfer/in	72144
Kreditreferent/in	72113
Kreditrevisor/in	72244
Kreditsachbearbeiter/in	72113
Kreditsachbearbeiter/in (Bausparkasse)	72113
Kreditspezialist/in	72113
Kreditvermittler/in	72123
Kreidelithograf/in	23212
Kreißsaalhebamme/-entbindungspfleger	81353
Krematoriumsaufseher/in	82402
Krematoriumsverwalter/in	73282
Krepprollenmacher/in	23122
Kreuzspulenfärber/in	28142
Kreuzstichsticker/in	28112
Kriminalbeamt(er/in) (geh. Dienst)	53223
Kriminalbeamt(er/in) (höh. Dienst)	53224
Kriminalbeamt(er/in) (mittl. Dienst)	53222
Kriminalpolizist/in (geh. Dienst)	53223
Kriminalpolizist/in (höh. Dienst)	53224
Kriminalpolizist/in (mittl. Dienst)	53222
Kriminalpsychologe/Kriminalpsychologin	81614
Kriminaltechniker/in	53223
Kriminologe/Kriminologin	91384
Krippenerzieher/in	83112
Krippenhelfer/in	83111
Krisenberater/in	83154
Kryotechniker/in	34233
Kryptologe/Kryptologin	91184
Kübelmacher/in	22382
Kübler/in	22382
Kuchenbäcker/in	29222
Küchenchef/in	29393
Küchendirektor/in (Gaststätte, Hotel)	29394
Küchenfachberater/in	62252
Küchenfleischer/in	29232
Küchengehilfe/-gehilfin	29302
Küchenhelfer/in	29301
Küchenhilfe	29301
Küchenleiter/in	29393
Küchenmeister/in	29393
Küchenmetzger/in	29232
Küchenmonteur/in	22342
Küchenplaner/in	62252
Küchentechniker/in	29203
Küchenvorsteher/in	29393
Küfer/in	22382
Kugelschreibermacher/in (Kunststoff)	22182
Kühl- und Klimaanlagenmonteur/in	34232
Kühlanlagenbauer/in	34232
Kühlanlageningenieur/in	34234
Kühlanlageninstallateur/in	34232
Kühlanlagentechniker/in	34233
Kühlanlagenwärter/in	34212
Kühlerbauer/in	34202
Kühlerklempner/in	34202
Kühlhauswärter/in	34232
Kühltechniker/in	34233
Kühlwagenfahrer/in	52122
Kükensortierer/in	11211
Kulissenarbeiter/in	94512
Kulissenbauer/in (Zimmerer/Zimmerin)	33322
Kulissengestalter/in	94613
Kultur- u. Freizeitpädagoge/-pädagogin	91334
Kultur- und Freizeitwissenschaftler/in	91384
Kultur-, Wasserbauhelfer/in	32201
Kulturanimateur/in	63143
Kulturanthropologe/-anthropologin	91264
Kulturbauarbeiter/in	32262
Kulturbauhelfer/in	32201
Kulturbauingenieur/in	32264
Kulturbaulehrer/in	84213
Kulturbautechniker/in	32262
Kulturbauwerker/in	32262
Kulturdezernent/in	63404
Kulturgeograf/in	42134
Kulturmanager/in	63404
Kulturökonom/in	63404
Kulturpädagoge/-pädagogin	91334
Kulturreferent/in	73284
Kulturwirt/in	63404
Kulturwissenschaftler/in	91384
Kummetmacher/in	28322
Kumpel (Bergbau)	21112
Kundenberater/in - Automobile	62272
Kundenberater/in - Gartenbau	62262
Kundenberater/in - Kfz-Werkstattausrüstung	61123
Kundenberater/in - Schreinerhandwerk	22342
Kundenberater/in - Tischlerhandwerk	22342
Kundenberater/in - Versicherung	72133
Kundenberater/in - Vertrieb	61123
Kundenberater/in (Bank, Sparkasse)	72112
Kundenbuchhalter/in	72213
Kundendienstberater/in	62183
Kundendienstberater/in (Kfz)	62183
Kundendienstberater/in (Radio- u. Fernsehtechnik)	62183
Kundendienstfacharbeiter/in	25132
Kundendienstingenieur/in - IuK-Technik	26314
Kundendienstlehrer/in (Kfz)	84484
Kundendienstleiter/in (Versicherung)	61194
Kundendienstmechaniker/in (Spinnereimaschinen)	25132
Kundendienstmitarbeiter/in (Textilmaschinen, Textilveredl.)	25132
Kundendienstmonteur/in - Kachelofen- u. Luftheizungsbau	25132
Kundendienstmonteur/in (Betriebstechnik)	25132
Kundendienstmonteur/in (Elektroanlagen)	25132
Kundendienstmonteur/in (Elektroanlageninstallation)	25132
Kundendienstmonteur/in (Elektroinstallation)	25132
Kundendienstmonteur/in (Gas- u. Wasserinstallation)	25132
Kundendienstmonteur/in (Klempner, Installateur)	25132
Kundendienstmonteur/in, -techniker/in	25132
Kundendienstmonteur/in-Rollladen,Jalousien,Sonnenschutz	25132
Kundendienstschreiner/in	25132
Kundendiensttechniker/in - Bürotechnik	25132
Kundendiensttechniker/in (Elektroniktechnik)	25133
Kundendiensttechniker/in (Fertigungs- und Betriebstechnik)	25133
Kundendiensttechniker/in (Gebäudetechnik)	25133
Kundeninformationsfachkraft	71401
Kundenmanager/in	92133
Kunst- u. Bilderverleger/in	92394
Kunst- und Zeichenlehrer/in	84434
Kunst-, Antiquitätenhändler/in	62522
Kunstaugenbläser/in	93432
Kunstblumenfacharbeiter/in	93382
Kunstdidaktiker/in	84434
Kunstdrechselmeister/in	93393
Kunstdrechsler/in	93332
Kunstdrechslermeister/in	93393
Kunstdrucker/in (Buchdrucker)	23412
Kunsterzieher/in (Uni) - Grund- u. Hauptschulen	84434
Kunsterzieher/in (Uni) - Gymnasien	84434
Kunsterzieher/in (Uni) - Realschulen	84434
Kunsterzieher/in an Gesamtschulen	84434
Kunstfaserspinner/in	28132
Kunstfeuerwerker/in	94582
Kunstformer/in	24142
Kunstformer/in - Gips	21422
Kunstgeschichtler/in	94704
Kunstgießer/in	24142
Kunstglasbläser/in	93432
Kunstglaser/in	21342
Kunstglaser/in und Glasmaler/in	21342
Kunstglasmacher/in	21342
Kunsthändler/in	62522
Kunsthandwerker/in	93302
Kunsthandwerkliche/r Restaurator/in	93303
Kunstharzmodellbauer/in	27232
Kunsthistoriker/in	94704
Kunstklempner/in	34202
Kunstlederfacharbeiter/in	22102
Kunstledermacher/in	22182
Kunstlehrer/in	84434
Künstlerische(r) Mitarbeiter/in	84304
Künstlerische/r Betriebsdirektor/in	94494
Künstlerische/r Betriebsleiter/in (Intendant/in)	94494
Künstlerische/r Therapeut/in	81743
Künstlervermittler/in (nicht bei der Agentur für Arbeit)	94483
Kunstmaler/in	93323
Kunstmanager/in	63404
Kunstmöbeltischler/in	22342
Kunstpädagoge/-pädagogin	84434
Kunstporzellanmaler/in	93422
Kunstreiter/in	94283
Kunstrestaurator/in	93303
Kunstsachverständige/r	94724
Kunstschätzer/in	94724
Kunstschlosser/in	93512
Kunstschmied/in	93512
Kunstschnitzer/in	93312
Kunstschreiner/in	22342
Kunststeinbildhauer/in	93312
Kunststeinleger/in	33112
Kunststeinschleifer/in	21212
Kunststicker/in	28112
Kunststoff- u. Schwergewebekonfektionär/in	28232
Kunststoff- und Kautschuktechniker/in	22103
Kunststoff-/Kautschuktechnologe/-technologin - Bauteile	22102
Kunststoff-/Kautschuktechnologe/-technologin - Comp./Master.	22102
Kunststoff-/Kautschuktechnologe/-technologin - Faserverbund.	22102
Kunststoff-/Kautschuktechnologe/-technologin - Formteile	22102
Kunststoff-/Kautschuktechnologe/-technologin - Halbzeuge	22102
Kunststoff-/Kautschuktechnologe/-technologin - Kunstst.fens.	22102
Kunststoff-/Kautschuktechnologe/-technologin - Mehrschichtk.	22102
Kunststoffauskleider/in	22102
Kunststoffbeschichter/in	22102
Kunststoffbootsbauer/in	33322
Kunststoffdreher/in	22102
Kunststoff-Facharbeiter/in	22102
Kunststofffachberater/in	62262
Kunststoff-Formgeber/in	22102
Kunststoff-Formgebermeister/in	22193
Kunststoffingenieur/in	22104
Kunststoffkonfektionär/in	28232
Kunststofflackierer/in	22202
Kunststoffmaschinenbediener/in	22102
Kunststoffmaschineneinrichter/in	22102
Kunststoffmodellbauer/in	27232
Kunststoffpresser/in	22102
Kunststoff-Qualitätsprüfer/in (Kunststoff-Formgebung)	22102
Kunststoffschlauchmacher/in	22182
Kunststoffschlosser/in	22102
Kunststoffschweißer/in	22102
Kunststoffspritzer/in	22102
Kunststoffstereotypeur/in	23212
